,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
1110,Spain,"With a black color and deep, resiny aromas of licorice, baking spices and black fruits, this is a big, Tempranillo with plenty of size and tannic bite. Flavors of earthy, oaky, loamy plum and blackberry finish with licorice, spice and baked notes. Drink through 2018.",Antiguos Viñedos,90,60.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Casajús 2011 Antiguos Viñedos  (Ribera del Duero),Tempranillo,Casajús,red,no
1115,Spain,"This 2008 holdover shows a mix of jammy, composed berry aromas as well as staunch notes of dried cheese and leather. The palate is firm at first, then more loamy and layered. On the flavor profile, baked berry blends with brine and cardamom, while on the finish this ready-to-drink RDD delivers licorice and earthy baked notes.",Reserva,90,27.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Condado de Oriza 2008 Reserva  (Ribera del Duero),Tempranillo,Condado de Oriza,red,no
1202,US,"There's a solid concentration of red and black berries to the nose of this wine, with tar and soy sauce giving depth. Solid tannic grip on the palate offers support to the array of dark cherry and blackberry alongside sandalwood and smoke.",Tempranillo,87,26.0,Texas,Texas,,Alexander Peartree,,Brennan 2014 Tempranillo (Texas),Tempranillo,Brennan,red,no
1232,US,"From the Carneros-based producer with its roots in Spain, this succeeds in its velvety smooth texture, juicy fruit and supportive acidity. Black licorice and spiced plum are given additional richness by a jolt of dark chocolate.",Tempranillo,92,50.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Artesa 2014 Tempranillo (Alexander Valley),Tempranillo,Artesa,red,no
1257,Spain,"Cameron Hughes bottles dozens of wines from California growers, and now he's expanded to include Rioja and Campo de Borja in Spain along with South Africa. This wine is made in the full-throttled, modern style. There's copious oak, toast and darkness on the bouquet, and then full-bodied black plum, raspberry and spice flavors. Quite a bulky, oaky style, but also one endowed with chocolate, nuttiness and depth.",Lot 93,88,21.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Cameron Hughes 2004 Lot 93  (Rioja),Tempranillo,Cameron Hughes,red,no
1259,Spain,"Bramble and red berry aromas are attractive and almost exotic. Feels a bit furry and scratchy, but tastes of blueberry with an herbal tinge. Finishes well, with a pinch of minty green flavor.",Tempranillo,85,7.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Venta Morales 2010 Tempranillo (La Mancha),Tempranillo,Venta Morales,red,no
1280,Spain,"A bit scratchy up front, with some heat and rubber to the bouquet. Feels bold, grippy and alive, with lightly herbal flavors of roasted berry and leather. Herbal and blackened on the finish; ripe but basic in quality.",Mesta,84,8.0,Central Spain,Uclés,,Michael Schachner,@wineschach,Bodegas Fontana 2010 Mesta Tempranillo (Uclés),Tempranillo,Bodegas Fontana,red,no
1281,Spain,"On the plus side, the wine is exotic and different, with blueberry, herbal notes, juniper and roasted aromas. But in the mouth, it's lean to the point of being thin, with sharp acidity and tight red plum, pie cherry and herbal flavors. Short on the finish, with tang and scour.",Miros de Ribera Crianza,84,27.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Bodegas Peñafiel 2006 Miros de Ribera Crianza  (Ribera del Duero),Tempranillo,Bodegas Peñafiel,red,no
1532,Spain,"This wine's charred nose suggests over-the-top oak. The palate is a rough road of hard grape skin tannins. Char and clove flavors blanket its savory, meaty berry fruit, finishing woody and redolent of clove.",Single Vineyard,85,17.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Volver 2014 Single Vineyard Tempranillo (La Mancha),Tempranillo,Volver,red,no
1726,Spain,"For classic Rioja, Monte Real is always a good bet. This offering delivers textbook aromas of dried raspberry and cherry offset by fallen leaves and a pinch of seashell. The palate is still quite fresh, while black cherry, raisin, spice and cocoa flavors finish smooth and long, with a touch of oxidation and a Sherry note for added complexity. Drink through 2022.",Monte Real Gran Reserva,92,47.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Riojanas 2006 Monte Real Gran Reserva  (Rioja),Tempranillo,Bodegas Riojanas,red,no
1921,US,This is a rare beast from Washington—single vineyard Tempranillo aged in neutral oak coming in at less than 13% alcohol. It's soft and light with notes of red fruit and refreshing acidity that drops off on the back half.,E Cor Si Move Tempranillo 24K Vineyard,87,26.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Cor Cellars 2011 E Cor Si Move Tempranillo 24K Vineyard Tempranillo (Wahluke Slope),Tempranillo,Cor Cellars,red,no
2138,Spain,"Rubbery raspberry and plum aromas are decent. This feels crisp and abrasive on the surface, but sort of empty in the middle. Lean snappy plum and raspberry flavors end with scratchy tannins and a medicinal aftertaste.",Canchales Vino Joven,84,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Riojanas 2015 Canchales Vino Joven  (Rioja),Tempranillo,Bodegas Riojanas,red,no
2140,Spain,"Candied berry aromas lack crispness. This feels hard, with little give and depth to the palate. Burnt toasted berry flavors are hot and fall off on a clumsy finish.",Tempranillo,84,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Gorrebusto 2015  Rioja,Tempranillo,Gorrebusto,red,no
2151,Spain,"Heavy oak aromas sit atop wiry plum and spice scents. This feels tannic and tough, with up-front oak and herbal berry flavors. A dry tannic, spicy finish features palpable oak that tastes forced and like plastic.",Made With Organic Grapes,84,11.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Venta Morales 2015 Made With Organic Grapes Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Venta Morales,red,no
2531,Spain,"Wiry cherry and herb aromas are fresh and reedy. This Rioja feels crisp and mildly astringent. Quick, punchy flavors of plum and wild berry fruits turn more oaky prior to a finish that's fresh and forward, with hard tannins. Drink through 2021.",Crianza,89,20.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Proelio 2012 Crianza  (Rioja),Tempranillo,Proelio,red,no
2549,Spain,"Stewy berry and melted chocolate aromas are ultra oaky and creamy. A tannic, heavy mouthfeel and borderline overripe flavors of prune, chocolate and tobacco finish raisiny and baked. Drink through 2020.",Crianza,89,30.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Salcis 2010 Crianza  (Ribera del Duero),Tempranillo,Salcis,red,no
2618,Argentina,"Lightly brambled and ever so slightly green, with pleasant strawberry and raspberry aromas. The mouthfeel is a touch choppy and grabby, but it's not too thin and rough to make it unpleasant. Not bad for the price.",Tempranillo,83,6.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Funky Llama 2007 Tempranillo (Mendoza),Tempranillo,Funky Llama,red,no
2683,Spain,"Earthy, mildly leafy aromas of dried red fruits and vanilla are textbook for Rioja gran reserva. A medium-bodied palate shows balsamic richness along with flavors of prune, raisin, cassis and loamy earth. This is mild but solid on the finish, with a quick fade to the fruit component. Drink now.",Viña Muriel Gran Reserva,90,50.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Muriel 2004 Viña Muriel Gran Reserva  (Rioja),Tempranillo,Bodegas Muriel,red,no
2743,Spain,"Straightforward red-fruit aromas suggest cherry and plum. Rubbery, pinching tannins are the adhesive for this punchy young Rioja that tastes of raspberry and cherry and finishes steady.",Tempranillo,86,13.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Campellares 2014  Rioja,Tempranillo,Campellares,red,no
2752,Spain,"Reedy red-fruit aromas lack the clarity that the best wines of this style show. Grabby on the palate, this tastes of basic plum and raspberry. A raw, tannic, rubbery finish is the final act.",Tempranillo,84,11.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Rio Madre 2014  Rioja,Tempranillo,Rio Madre,red,no
2806,Spain,"Aromas of iodine, horse hide and saucy berry fruits are intriguing on the nose. The palate is tannic and mildly astringent offering rustic notes of baked, leathery black-fruit flavors. The finish is hot and jammy, with a leathery kick.",Tinto Ribón Crianza,87,32.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Bodegas Ribón 2012 Tinto Ribón Crianza  (Ribera del Duero),Tempranillo,Bodegas Ribón,red,no
2813,US,"Somewhat lighter in color, this wine has aromas of dried tobacco, coffee, vanilla and purple flowers. The orange peel and cranberry flavors are elegant, backed by soft tannins and citrusy acids.",Tempranillo,86,20.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kennedy Shah 2011 Tempranillo (Columbia Valley (WA)),Tempranillo,Kennedy Shah,red,no
2864,Spain,"Flower petal, mineral and blackberry aromas solidify the bouquet on this excellent Tempranillo. The palate is big and chewy, with fine balance and driving flavors of cherry, plum, vanilla and oak resin. With a finish that's bone dry and focused, this Ribera wine is ready to drink but can last another 5–8 years in a good cellar.",Reserva,91,55.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Protos 2006 Reserva  (Ribera del Duero),Tempranillo,Protos,red,no
2901,Spain,"Wiry cherry aromas are a touch cheesy and also medicinal. This is pinched and astringent, with a choppy mix of buttery red-berry flavors and vanilla. Like most 2008s, this finishes hard and abrupt, with staunch tannins.",Arnegui Reserva,86,20.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Pagos del Rey 2008 Arnegui Reserva  (Rioja),Tempranillo,Pagos del Rey,red,no
2911,Spain,"This starts out savory and smoky on the nose, but with airing it turns murky. The palate is tight in structure, with red-fruit acidity. Flavors of cherry, raspberry and oaky vanilla turn roasted and stalky as this unwinds on a fresh-feeling finish.",Crianza,86,30.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Lealtanza 2011 Crianza  (Rioja),Tempranillo,Lealtanza,red,no
2935,Argentina,"Sharp, minty aromas mixed with stemmy red fruit set up a modest, middleweight palate of semisweet, generic red fruit flavors. Quick on the finish, with a spot of green flavor. Good enough but lacks the concentration and deeper aromas and flavors of Urban Malbec.",Urban Uco,84,11.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,O. Fournier 2007 Urban Uco Tempranillo (Uco Valley),Tempranillo,O. Fournier,red,no
2960,Spain,"In accordance to what 2003 dealt out, this wine is a bit stewy and broad. It shows cola, tree bark and baked fruit on the nose, and then sweet plum and chocolate on the finish. It's not a wine for deep contemplation; drink now to enjoy its robust plumpness.",Crianza,86,25.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Campos Góticos 2003 Crianza  (Ribera del Duero),Tempranillo,Campos Góticos,red,no
3021,Spain,"Tight, dark and oaky on the nose, this has woody power, cedary complexity and lots of staunch berry character. It is full, grabby and tannic, showing a firm spine to support toasty, oaky, clove-influenced flavors. Dark, tight and toasty on the finish; drink now–2019.",Reserva,92,52.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Matarromera 2006 Reserva  (Ribera del Duero),Tempranillo,Matarromera,red,no
3027,Spain,"Cola, coconut and ripe blackberry aromas are draped all over the wine's bouquet. On the palate, it's a bit choppy and acidic, with pounding flavors of black cherry, blackberry and leather. Juicy, zesty and jagged feeling at the moment, this should be consumed no earlier than 2014 and may be at its best around 2018.",VS,92,100.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Alidis 2009 VS  (Ribera del Duero),Tempranillo,Alidis,red,no
3154,Spain,"Torres' Celeste debuted in 2003, and the '05 is the best vintage to date. The wine has penetrating berry and spice aromas and an accent of animal leather. The palate is healthy and polished, with plum, blackberry and herbal notes. Comes together well and should be good in the cellar through 2012.",Celeste Crianza,89,22.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Torres 2005 Celeste Crianza  (Ribera del Duero),Tempranillo,Torres,red,no
3224,Spain,"With damp earth and crusty leather aromas, this is a heavy wine with baked fruit, a syrupy mouthfeel and flavors of mocha, carob, leafy berry and earth. On the finish, it's full bodied and soft, with ripe black-fruit flavors that register as thick and a touch raisiny. Drink now.",RSV 1601 El Duque de Lerma,88,75.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Real Sitio de Ventosilla 2004 RSV 1601 El Duque de Lerma  (Ribera del Duero),Tempranillo,Real Sitio de Ventosilla,red,no
3359,Spain,"Gritty, intense, oaky and powerful from start to finish, this displays black-fruit aromas, hints of asphalt and an intense mouthfeel with a tight grip. A common duo of black-fruit and oaky flavors finishes with vanilla notes and a hint of coconut. Drink this structured, fully tannic RDD through 2028.",Reserva,92,50.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Protos 2011 Reserva  (Ribera del Duero),Tempranillo,Protos,red,no
3416,Spain,"Candied raspberry aromas and a racy, acidic, crisp feel tell you what's coming: pie-cherry tartness and then a sizzle-and-pop finish that's fresh but astringent.",Altos de Tamaron,83,11.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Pagos del Rey 2014 Altos de Tamaron  (Ribera del Duero),Tempranillo,Pagos del Rey,red,no
3614,Spain,"Scratchy and a little sharp smelling on first impression, with vanilla and milk chocolate aromas in addition to standard red fruit scents. Feels firm, solid and basic, with dark fruit flavors touched up by young, simple oak notes. Standard and dry on the finish.",Vendimia Seleccionada,86,15.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Sembro 2009 Vendimia Seleccionada  (Ribera del Duero),Tempranillo,Sembro,red,no
3664,US,"This has so much raw, rough oak flavor when first opened that the fruit is nearly invisible. Tempranillo may well have a real future in the Walla Walla Valley, but first it has to be freed from the woods. Give this plenty of breathing time.",Righteous,84,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Righteous 2008 Righteous Tempranillo (Walla Walla Valley (WA)),Tempranillo,Righteous,red,no
3718,Spain,"Big and forward on the bouquet, this has loud, fiery black-cherry and berry aromas. Like most Lurton wines of Spanish origin, El Albar is chewy and ripe, with a syrupy feel and flavors of blackberry, stewed plum and spice cake. The finish is chocolaty, beefy and concentrated.",El Albar Lurton Barricas,88,24.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,François Lurton 2009 El Albar Lurton Barricas Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,François Lurton,red,no
3808,Spain,"Unusual aromas of blue fruits are matched against cardamom and cumin scents. The palate is blocky yet dominated by acidity, while flavors of plum, black currant and woodspice are exotic. A hard finish shows hickory and barrel flavors along with wiry acidity.",Reserva,88,44.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Baigorri 2007 Reserva  (Rioja),Tempranillo,Baigorri,red,no
3887,Spain,"Definitely an herbal wine, with tomato, oregano, pizza sauce and savory aromas. The palate has good snap and verve to it, while the feel is on the lean side. Flavors of baked berry, earth, caramel and coffee ring true, and the dry, toffee-tinged finish is a nice ending. Ready to go now.",Reserva,86,12.0,Central Spain,Valdepeñas,,Michael Schachner,@wineschach,Anciano 2003 Reserva Tempranillo (Valdepeñas),Tempranillo,Anciano,red,no
3998,Spain,"Horsey, leathery aromas are earthy and funky, although with time blackberry notes rise up. The wine is lively, tough and offers bracing acidity. Flavors of herbs, licorice and lemony acidity support core blackberry fruit, while the finish is herbal and woodsy, with dark notes of espresso and black licorice.",Tempranillo,88,96.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Señorío de Caleruega 2009  Ribera del Duero,Tempranillo,Señorío de Caleruega,red,no
4171,US,"Condensed dark cherry and plum meet some savory elements on the nose. Silky on entry, with prickling acidity, the medium-bodied palate boasts juicy black-fruit flavors and red-currant acidity. There's enough tannic structure and fruit here to pair alongside hearty grilled fare.",Tempranillo,87,26.0,Texas,Texas,,Alexander Peartree,,Brennan 2013 Tempranillo (Texas),Tempranillo,Brennan,red,no
4423,Spain,"Smooth, floral berry aromas are easy to like. This crianza feels whole and plump. Lightly herbal tomato flavors blend with richer plum and berry notes in front of a balanced, mostly ripe finish.",Crianza,89,19.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Luis Cañas 2014 Crianza  (Rioja),Tempranillo,Luis Cañas,red,no
4444,US,"Light and slightly spicy, this spent 15 months in one-third new French and American oak barrels, yet it comes across as a bit mild and one dimensional.",Tempranillo,85,30.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,RoxyAnn 2009 Tempranillo (Rogue Valley),Tempranillo,RoxyAnn,red,no
4447,Spain,"The nose is big and rubbery, with aromas of bacon, tar and black plum. It feels young and choppy, with a lightly herbal berry flavor that turns more roasted in character as the wine opens. This gets the job done despite showing a roasted flavor throughout.",Tempranillo,85,10.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Señorio de Uñuela 2010  Rioja,Tempranillo,Señorio de Uñuela,red,no
4565,US,"The wine was aged in 30% new American oak, and has modest cherry fruit with astringent tannins. There's an underlying earthy flavor, leading into a chalky finish.",Estate,85,32.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Weisinger 2013 Estate Tempranillo (Rogue Valley),Tempranillo,Weisinger,red,no
4570,Spain,"Fiery cherry cough-drop aromas are basic at best, crude at worst. Bright and wiry in feel, this tastes of medicinal red fruits.",Adivino Tinto Joven,85,11.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Covila 2015 Adivino Tinto Joven  (Rioja),Tempranillo,Covila,red,no
4622,US,"And now for something completely different, this wine explodes in whole-cluster, carbonic freshness and surprise. It's a light cerebral take on the variety that delights at every turn. Stainless-steel fermented and aged, it's loaded in raspberry and cherry-jam flavors and dipped in black licorice. It's fresh, fruity and entirely memorable.",Springloaded Monkey Paw Luc's Vineyard,94,41.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Sheldon 2016 Springloaded Monkey Paw Luc's Vineyard Tempranillo (Sonoma County),Tempranillo,Sheldon,red,no
4698,Spain,"Fresh, pure berry aromas don't mess around. This fruit-forward Crianza is mouth-filling and borders on lush. Flavors of black cherry, blackberry, pepper and spice finish solid as a rock, with length and a confirming sense of quality.",Fincas Landaluce Crianza,91,17.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Landaluce 2012 Fincas Landaluce Crianza  (Rioja),Tempranillo,Bodegas Landaluce,red,no
4699,Spain,"This Crianza is strapping on the nose, with fairly big but not overdone black-fruit aromas. A ripe, chewy palate with moderate tannins holds peppery wild berry flavors that settle on plum. A dark, toasty, peppery finish is mild and smooth. Overall, this offers a lot to like.",Cosme Palacio Vendimia Seleccionada,91,20.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Palacio 2012 Cosme Palacio Vendimia Seleccionada  (Rioja),Tempranillo,Bodegas Palacio,red,no
4711,Spain,"Aromas of Middle Eastern spices, pencil eraser, oak grain, red plum and cherry make for a complete nose. This Tempranillo offers good body and a fair amount of oak on the palate along with spicy plum fruit that tastes more oaky and lactic on the finish.",Crianza,87,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Raiza 2013 Crianza  (Rioja),Tempranillo,Raiza,red,no
4856,Spain,"Raspberry, plum and floral aromas are clean but nothing special or unusual. This basic Rioja feels sturdy and solid, while flavors of spicy oak accent plum and berry fruit. A medium-long finish with resiny, peppery notes is a touch hot.",Selección,87,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Sierra Cantabria 2013 Selección  (Rioja),Tempranillo,Sierra Cantabria,red,no
4870,US,"Quite a bit of Tempranillo is being planted in southern Oregon, and it shows considerable promise. The flavors here suggest cherry cobbler, with ripe fruit at the center. There are streaks of citrus and a touch of toast in the mix, with drying tannins.",Tempranillo,87,26.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Melrose 2012 Tempranillo (Umpqua Valley),Tempranillo,Melrose,red,no
4885,Spain,"Standard red-berry, rubber and spice aromas are straightforward. This is active on the palate, with pinching tannins, snappy acidity and rawness. Tomato, dry oak, currant, red plum and dusty spice flavors finish with firm tannins and moderate heat and burn.",II Crianza,87,14.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Covila 2010 II Crianza  (Rioja),Tempranillo,Covila,red,no
4937,US,"Light strawberry fruit is matched to barrel notes of cola and caramel. There is more than a trace of barnyard and earth, and the tannins have a tea-like astringency. The fruit seems a bit over-matched.",Tempranillo,86,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Ott & Murphy 2008 Tempranillo (Columbia Valley (WA)),Tempranillo,Ott & Murphy,red,no
5075,Spain,"Raspberry and cherry aromas are juicy and wiry, with no fat at all. Pure, simple berry flavors come with a touch of spice, while the finish is short yet juicy. An easy-drinking and approachable selection.",Smooth Red,87,8.0,Central Spain,Valdepeñas,,Michael Schachner,@wineschach,Viña Albali 2012 Smooth Red Tempranillo (Valdepeñas),Tempranillo,Viña Albali,red,no
5228,US,"This is a very approachable and tasty wine, especially for a grape that can be so tannic when young. Aromas of cola, chopped mint and cherries translate to a fruity and minty palate, with just enough tannins, a nice acidic spice and a bit of woodiness on the finish. It's very well measured.",Tantrum,92,42.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Michael Gill Cellars 2012 Tantrum Tempranillo (Paso Robles),Tempranillo,Michael Gill Cellars,red,no
5362,US,"This wine was barrel-aged for 36 months and saw additional time in bottle prior to release. It displays brooding aromas of vanilla, cranberry, cherry, woodspice and light meaty notes. The palate is densely packed with tart cranberry flavors backed by firm, somewhat dry tannins.",Reserve,89,45.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Flying Dreams 2011 Reserve Tempranillo (Columbia Valley (WA)),Tempranillo,Flying Dreams,red,no
5373,US,"Though this wine was aged in just 26% new oak (French and American), the wood makes the first impression. Aromas of caramel, coffee and vanilla extract fare are followed by dark fruit and spices. Flavors are rich, hedonistic and sweet, supported by firm, somewhat rustic tannins.",Reserve,89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Castillo De Feliciana 2011 Reserve Tempranillo (Columbia Valley (WA)),Tempranillo,Castillo De Feliciana,red,no
5401,Spain,"Mature berry aromas carry a strong sidenote of raisin. This Tempranillo from the Granada area is tightly wound, with crisp, dry flavors of prune, vanilla and raw oak. Overall this seems a bit cooked and past its prime.",Cortijo de Balsillas,85,,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada,,Michael Schachner,@wineschach,Villagrán 2007 Cortijo de Balsillas Tempranillo (Vino de la Tierra Altiplano de Sierra Nevada),Tempranillo,Villagrán,red,no
5466,Spain,"The nose on this round, medium-bodied wine is defined by sweet oak and milk chocolate. In the mouth, it's chunky and ripe, with raw tannins. Flavors of sweet, pushy berry fruits and heavy oak lead to a toasty finish with carob and wood flavors. This is good but oak-dominated.",Selección,86,24.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Elciego 2009 Selección  (Rioja),Tempranillo,Marqués de Elciego,red,no
5640,Spain,"Ripe, sweet and stylish, with blackberry, root beer and herb aromas. Bulky yet balanced, with black cherry fruit that comes at you in jammy style. Black tea, ground spices, coffee and raw oak work the finish. A dark and handsome wine, but one that isn't overly complex and is ready to drink now through 2011.",Real De Asúa,90,145.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,CVNE 2001 Real De Asúa  (Rioja),Tempranillo,CVNE,red,no
5777,US,"Tight blueberry, hot blacktop and a flash of purple flowers combine for an earth-driven nose on this wine from a hot region in southern Monterey County. The flavors are quite distinctive, with barely ripe mulberries, cedar-edged blackberries, sandalwood shavings and a touch of graphite.",Pierce Ranch,92,20.0,California,San Antonio Valley,Central Coast,Matt Kettmann,@mattkettmann,Quinta Cruz 2012 Pierce Ranch Tempranillo (San Antonio Valley),Tempranillo,Quinta Cruz,red,no
5798,Spain,"A strange blend of earthy, mulchy berry aromas along with notes of wet cement and Nestlé's Nesquik are hardly impressive. This feels clumsy, with heavy, sticky tannins. Stewy berry flavors and chocolaty oak notes finish as if this was loaded up with cocoa powder.",La Planta,83,19.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Arzuaga 2014 La Planta  (Ribera del Duero),Tempranillo,Arzuaga,red,no
