,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
2488,US,"The aromas offer barrel spices, toast, black licorice and red fruit while the palate brings dark fruit flavors with a grainy feel. The oak (100% new French) juts out a bit and overrides the fruit.",Bon Mot,88,35.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Finn Hill 2012 Bon Mot Cabernet Franc (Wahluke Slope),Cabernet Franc,Finn Hill,red,no
2648,US,"As before, this is Weinbau vineyard fruit. The 2009 vintage seems to have presented some challenges, as the fruit flavors suggest uneven ripening, with a mix of tutti-fruity candy flavors along with some raisins. Tannins are smooth and there's a pleasing streak of graphite running through the finish. Drink soon.",Cabernet Franc,89,28.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Nefarious 2009 Cabernet Franc (Wahluke Slope),Cabernet Franc,Nefarious,red,no
2668,US,"This Cab Franc is rich and ripe in red and black currants and cherries, with a mocha sweet earthiness leading to sweet oak buttered cinnamon toast and a slight caramelization. It's dry and smooth in tannins. Best of all is an acidity and minerality that lend structure. Drink now–2015.",Cabernet Franc,90,52.0,California,Napa Valley,Napa,,,Frazier 2009 Cabernet Franc (Napa Valley),Cabernet Franc,Frazier,red,no
2673,Argentina,"Blackberry and cassis aromas blend seamlessly with varietal scents of herbs and leaves. This Cab Franc feels crisp yet flush, with laudable structure and vital acidity. Flavors of leafy, spicy berry and plum finish with peppery notes, a jolt of salinity and heft.",Gran Las Divas Vineyard,90,35.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Riglos 2010 Gran Las Divas Vineyard Cabernet Franc (Tupungato),Cabernet Franc,Riglos,red,no
2713,Chile,"Some earthy, herbal cranberry scents are given life by a touch of smoky oak. The palate is sweet and wholesome, and very well balanced. The finish gives a hint of syrup and oak, but the fruit is ripe and succulent enough to handle that.",Edicion Limitada - 66 Barricas,87,,Maipo Valley,,,Michael Schachner,@wineschach,Morandé 2001 Edicion Limitada - 66 Barricas Cabernet Franc (Maipo Valley),Cabernet Franc,Morandé,red,no
2733,US,"This is a juicy and formidably tannic version of the variety, from a famed vineyard known also for Zinfandel. Dry oak and intrusively harsh texture need mellowing before the more gentle notions of dried herb and black cherry can shine.",Frediani Vineyard,86,70.0,California,Calistoga,Napa,Virginie Boone,@vboone,Vermeil 2013 Frediani Vineyard Cabernet Franc (Calistoga),Cabernet Franc,Vermeil,red,no
2851,US,"Slightly muted tones of black cherry and plum preserves are accented by wet soil, mushroom and coconut in this rustic yet elegant Cabernet Franc. Ripe fruit is contrasted by vibrant acidity, rigid tannins and a pleasant bite of astringency that persists through the finish. Drink now through 2022.",Reserve,88,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,McGregor 2013 Reserve Cabernet Franc (Finger Lakes),Cabernet Franc,McGregor,red,no
2944,US,"Even grapier than the Cabernet Sauvignon, this forward, light, candied, confected wine has a hole in the middle. The tannins turn quite astringent, a marked contrast to the sweetness of the fruit.",Cabernet Franc,84,32.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Gilbert Cellars 2007 Cabernet Franc (Wahluke Slope),Cabernet Franc,Gilbert Cellars,red,no
3192,US,"Spice and green pepper notes accentuate ripe luscious blackberry and cassis flavors in this classically inspired Cabernet Franc. Fine tannins and fresh cutting acidity lend vibe to the midpalate. Fleshy and ripe yet pleasantly herbaceous, it's ready to drink now but should hold well through 2022.",Cabernet Franc,90,28.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Paumanok 2014 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Paumanok,red,no
3355,US,"While pulpy and ripe on the nose with aromas of blackberry and cherry compote, this Cabernet Franc runs towards the savory side on the palate. Bold in body and alcohol, it's rich with red fruit, but has a musty, earthen tone that persists through the finish.",Cabernet Franc,84,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,King's Garden Vineyards 2010 Cabernet Franc (Finger Lakes),Cabernet Franc,King's Garden Vineyards,red,no
3587,France,This is the entry-level wine of this estate. It shows a crisp side of Cabernet Franc while keeping all its perfumed character. The wine is structured with young tannins as well which are balanced with acidity and bright red-berry fruits. Drink from 2018.,Le Clos du Château de Parnay,89,29.0,Loire Valley,Saumur-Champigny,,Roger Voss,@vossroger,Château de Parnay 2014 Le Clos du Château de Parnay  (Saumur-Champigny),Cabernet Franc,Château de Parnay,red,no
3703,Argentina,"Rubbery, foxy aromas of blueberry, blackberry, cured meats and spice are packed into an ideal whole. This Cab Franc is rich and flush in feel, with good acidity and balance. An herbal, saucy element accents core berry fruit, while the finish is full of coffee, chocolate, grilled meat and jammy berry flavors. Drink through 2020.",Cabernet Franc,91,30.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,El Enemigo 2012 Cabernet Franc (Mendoza),Cabernet Franc,El Enemigo,red,no
3777,US,"Scents of thyme, tar, date and ripe strawberry lead onto the open-textured palate. Medium in length, the finish comes with fine-grain tannins and balanced acids.",Alouette,86,29.0,Virginia,Middleburg,,,,Three Fox 2012 Alouette Cabernet Franc (Middleburg),Cabernet Franc,Three Fox,red,no
3794,US,"Scents of violets and savory herbs add complexity to tart, juicy red cherries and plums on this crisp, elegantly framed Cabernet Franc. A touch of menthol highlights a cool, acidic edge on the palate. Finishes moderately long with a murmur of fine-grained tannins.",Cabernet Franc,88,20.0,New York,Seneca Lake,Finger Lakes,Anna Lee C. Iijima,,Benmarl 2012 Cabernet Franc (Seneca Lake),Cabernet Franc,Benmarl,red,no
3852,France,"Old vines, at least 60 years old, are the basis for this soft, wood-aged wine. The texture is smooth, with rounded tannins and density. Flavors include licorice, bittersweet chocolate and black cherries.",Les Grézeaux,92,,Loire Valley,Chinon,,Roger Voss,@vossroger,Bernard Baudry 2009 Les Grézeaux  (Chinon),Cabernet Franc,Bernard Baudry,red,no
3853,France,"This is firmly, tannic, the product of oak cask fermentation as well as aging. The tannins promise long aging, while the ripe black jelly fruit character brings out the richness of the vintage.",Clos du Chêne Vert,92,,Loire Valley,Chinon,,Roger Voss,@vossroger,Charles Joguet 2009 Clos du Chêne Vert  (Chinon),Cabernet Franc,Charles Joguet,red,no
4038,France,"This young, fruity and spicy Cabernet Franc is perfumed and ready to drink. The wine is structured, tight and offers delicious red fruit. Drink the wine, lightly chilled, with salmon as well as meat dishes.",Cabernet Franc,88,20.0,Loire Valley,Saint-Nicolas-de-Bourgueil,,Roger Voss,@vossroger,Domaine les Pins 2015  Saint-Nicolas-de-Bourgueil,Cabernet Franc,Domaine les Pins,red,no
4044,US,"Dark cherry, herb and medicine cabinet notes lead to bright cherry flavors. The tannins provide some chew.",Cabernet Franc,88,34.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Trust 2013 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Trust,red,no
4071,US,"Dried leaf, cherry, woodspice and medicinal aromas are followed by supple, sweet cherry flavors backed by lightly grainy tannins and a tart lick of acid. It's an intriguing wine that keeps you coming back for more.",Cabernet Franc,90,32.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Mosquito Fleet 2012 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Mosquito Fleet,red,no
4076,US,"Herb, dark raspberry and flower aromas take the lead on this young wine that saw just five months on neutral French oak. The cherry flavors are plush in feel, lingering on the finish. It's a very understated wine that appeals to the senses.",Copeland Vineayard,90,26.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Savage Grace 2014 Copeland Vineayard Cabernet Franc (Rattlesnake Hills),Cabernet Franc,Savage Grace,red,no
4105,US,"This wine has been in bottle a while, perhaps to round out its flavors components, which tend toward candied cherry and spice. Aged in American oak, the tannins remain tight-grained and the aromas focused, but the wine falls somewhat flat on the finish.",Cuvée Louis,86,30.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Beaucanon 2007 Cuvée Louis Cabernet Franc (Napa Valley),Cabernet Franc,Beaucanon,red,no
4113,US,"An almost sweet oakiness rounds the corners of this full-bodied, lavishly flavorful wine. It wafts vanilla and chocolate in the aromas, ripe black cherry and dark chocolate on the palate, and a lingering baking-spice character on the finish.",Estate Bottled,90,28.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Lava Cap 2012 Estate Bottled Cabernet Franc (El Dorado),Cabernet Franc,Lava Cap,red,no
4257,Argentina,"Roasted gritty berry and plum aromas suggest moderate ripeness. This feels drawing, tannic and in reverse, meaning it grows harder as it breathes. Dry, lightly salty blackberry and pepper flavors finish spicy, minty and oaky, alongside raw tannins.",Cabernet Franc,88,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Chaman 2014 Cabernet Franc (Mendoza),Cabernet Franc,Chaman,red,no
4438,US,"Dark red fruit, cracked pepper and the slightest hint of green herbs show on the nose of this pleasant bottling. The herb character is well integrated into a firmly tannic frame on the sip, where tart Montmorency cherry and black-plum skins mix with milk chocolate flavors. The tannins are sticky, yet the mouthfeel is soft in the midpalate.",Cabernet Franc,89,26.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Firestone 2014 Cabernet Franc (Santa Ynez Valley),Cabernet Franc,Firestone,red,no
4668,US,"A proven success for Tildio, the newest release of Cabernet Franc uses fruit from the exceptional RiverBend vineyard in the Wahluke Slope. It's a delicious mix of wild berry and smoky earth, with dark streaks of licorice and tar adding depth and persistence.",Cabernet Franc,89,30.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Tildio 2006 Cabernet Franc (Wahluke Slope),Cabernet Franc,Tildio,red,no
4683,US,"Named for a Loire Valley clone, this New World wine aspires to an Old World sensibility and achieves it in its floral invitation and bright, peppery overtones. Coiled within its thickness of tannin and dense cherry are ethereal, earthy whispers of intrigue and acidity. This is a lively, lovely wine.",Two-Fourteen,91,48.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Lang & Reed 2013 Two-Fourteen Cabernet Franc (Napa Valley),Cabernet Franc,Lang & Reed,red,no
4862,US,"Made in a thick, oaky style, this shows burned caramel, fudge and hints of dried mint and oregano on the nose. The palate is rich with blueberry and dark chocolate, wrapped in a veil of oak smoke, with chunky, chewy tannins and a purple-flower nuance.",Lone Tree,87,35.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Hearst Ranch 2013 Lone Tree Cabernet Franc (Paso Robles),Cabernet Franc,Hearst Ranch,red,no
4908,Argentina,"A mix of cedary oak, rich berry fruit and spice aromas come together seamlessly on the nose of this ripe, chunky Cab Franc, something Andeluna has been working on for years and now has right. Rooty black-fruit flavors come with plenty of oak spice, chocolate and pepper notes, while the finish is long, spicy and comfortable. Drink through 2020.",Pasionado,91,62.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Andeluna 2011 Pasionado Cabernet Franc (Tupungato),Cabernet Franc,Andeluna,red,no
5013,US,"One of the best Napa Cabernet Francs in memory, this shows lush, concentrated flavors of cherry pie, red currant, mocha, anise and smoky, spicy sandalwood that are wrapped into firm but exceptionally refined tannins. Drink now to experience the youthful beauty.",Cabernet Franc,94,130.0,California,Napa Valley,Napa,,,Constant 2009 Cabernet Franc (Napa Valley),Cabernet Franc,Constant,red,no
5048,US,"Fruity frills of strawberry surround a core of black New Mexican chiles, with cinnamon and clove emerging the longer one sniffs. There's nice tension between the fruit flavors and the nearly bell pepper greenness. Throw a chill on it and serve with barbecued pork.",Estate,91,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Still Waters 2010 Estate Cabernet Franc (Paso Robles),Cabernet Franc,Still Waters,red,no
5077,France,"The wine is all juicy fruit, black cherries with just a modicum of tannin to hold it together. It's fresh, ripe and immediately attractive. Ready to drink now, but with those tannins it should also age 2016–2017.",Le Grand Bouqueteau,87,16.0,Loire Valley,Chinon,,Roger Voss,@vossroger,Château du Coudray Montpensier 2013 Le Grand Bouqueteau  (Chinon),Cabernet Franc,Château du Coudray Montpensier,red,no
5126,Austria,"The nose is tightly closed, yet there is the suspicion of fine fruit. The grippy palate brims with peppery dark-plum fruit and very fine distinct tannins that give this a taut, rigid frame that still needs to relax. This is unusual in so far that it is a Cabernet Franc from Austria, grown on slate. It works well: The tannic structure and fruit are fully expressed. This needs bottle age and will blossom into a far more relaxed and fruitful wine. Drink 2020–2030.",Gillesberg,92,47.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Gunter Triebaumer 2014 Gillesberg Cabernet Franc (Burgenland),Cabernet Franc,Gunter Triebaumer,red,no
5253,Canada,"A fine companion to the winery's Cabernet Sauvignon, this is a smooth mix of plums, black cherries, tobacco and spice. It's knitted together beautifully, with highlights of cinnamon.",Cabernet Franc,91,38.0,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Burrowing Owl 2013 Cabernet Franc (Okanagan Valley),Cabernet Franc,Burrowing Owl,red,no
5442,US,"Macari's supple, vanilla-scented Cab Franc is upfront and approachable in its sour cherry fruitfulness, yet boasts some complexity with layers of ripe, brambly wood, dust and dark floral notes. Finishes clean with lively acidity and a coating of grippy, yet fine-grained tannins.",Cabernet Franc,88,35.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Macari 2008 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Macari,red,no
5459,US,"This Virginia Cab Franc starts soft and ripe with loads of juicy black currant and berry flavors flecked with sweet, warm baking spices and cedar notes. A zesty kick of acidity on the midpalate and a flash of fresh, green herbs on the finish add elegance and balance.",Cabernet Franc,88,29.0,Virginia,Virginia,,Anna Lee C. Iijima,,Annefield Vineyards 2009 Cabernet Franc (Virginia),Cabernet Franc,Annefield Vineyards,red,no
5698,US,"The finest Gamache Cabernet Franc since the 2008, this is arguably the best value in the winery's entire lineup. There's excellent varietal character on display, a mix of blueberries and coffee grounds, and the overall balance is improved by virtue of the cooler 2011 vintage, keeping alcohol levels in check.",Estate,91,27.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gamache 2011 Estate Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Gamache,red,no
5918,US,"Bright black cherry and raspberry flavors take center stage in this unoaked Cabernet Franc. Juicy and ripe, it's best enjoyed now through 2016 to appreciate its forward, fruity exuberance.",T23 Unoaked,88,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lamoreaux Landing 2014 T23 Unoaked Cabernet Franc (Finger Lakes),Cabernet Franc,Lamoreaux Landing,red,no
6059,US,"Ripe, rich black cherry and plum flavors are struck by ripples of coffee, dried herbs and granite in this elegant, structured Cabernet Franc. Crisp acidity and fine grained tannins frame a moderately long finish.",Cabernet Franc,89,25.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Raphael 2013 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Raphael,red,no
6208,US,"Mature dark cherry and black currant aromas meet cola and vanilla on the nose. This medium-bodied wine saw 10 months in American oak, yielding a palate of dark blackberries, toasted almond and sweet pie spice.",Cabernet Franc,85,20.0,Colorado,Grand Valley,,Alexander Peartree,,Canyon Wind 2013 Cabernet Franc (Grand Valley),Cabernet Franc,Canyon Wind,red,no
6212,US,"Underripe red currant and green peppercorn show on the nose. The light-bodied palate brings similar flavors, with sweet vanilla being up the finish. Already showing some slight bricking in color, this Cab Franc is best enjoyed soon.",Cabernet Franc,85,25.0,Virginia,Virginia,,Alexander Peartree,,Tarara 2013 Cabernet Franc (Virginia),Cabernet Franc,Tarara,red,no
6216,US,"Impenetrable upon entry, this tannic wine is leathery on the palate, offering notes of cedar, pencil shavings and tobacco. Big shouldered and full bodied, it's powerfully dense and concentrated.",Cabernet Franc,85,37.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,V. Sattui 2012 Cabernet Franc (Alexander Valley),Cabernet Franc,V. Sattui,red,no
6220,US,"Cherry jam and raspberry preserve aromas meet a mélange of sweet baking spice on the nose. The palate shows ample weight supported by sandy tannins, with dark cherry pie flavors leading to a cherry cola finish.",Cabernet Franc,85,18.0,Colorado,Grand Valley,,Alexander Peartree,,Grande River 2010 Cabernet Franc (Grand Valley),Cabernet Franc,Grande River,red,no
6293,US,"The dense aromas of raisin, panettone and dark cherry are of medium intensity. Medium to full-bodied, the palate is soft and malleable, and it ends with flavors of cherry cola and dark raspberry.",Cabernet Franc,84,15.0,Virginia,Virginia,,,,Prince Michel 2009 Cabernet Franc (Virginia),Cabernet Franc,Prince Michel,red,no
6367,Argentina,"This is Renacer's first Cabernet Franc, and it's excellent. Light herb notes, fine wood and deep black-fruit aromas make for a superb entry. The palate is loaded with power, but a touch of bold tartaric acidity does stick out. Black cherry, kirsch, mocha and chocolate flavors finish amid a lush mix of chocolaty oak, related spices and deliciousness. Drink through 2021.",Punto Final Gran Edición Limitada,93,65.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Renacer 2011 Punto Final Gran Edición Limitada Cabernet Franc (Mendoza),Cabernet Franc,Bodega Renacer,red,no
6392,US,"Strong wood smoke and grilled meat aromas lead to equally assertive oak and dried herb flavors, giving this wine extreme personality. It has medium body and rather soft tannins and texture to balance.",Cabernet Franc,86,12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Ironstone 2015 Cabernet Franc (Lodi),Cabernet Franc,Ironstone,red,no
6527,US,"The acidity is the prominent attribute of this wine, jutting out with little flesh to buffer its cut. Light, dusty tannins add some traction to the palate, with a leafy herb note surfacing on the short finish.",Estate Grown,83,36.0,Massachusetts,Southeastern New England,,,,Truro 2007 Estate Grown Cabernet Franc (Southeastern New England),Cabernet Franc,Truro,red,no
6539,US,"Chewy tannins and tart acids buttress the midpalate's broad berry flavor. The fruit seems to thin out on the finish, concluding with more bone and muscle than succulent flesh. Pairing this with a rare burger would help tame the structural components.",Cabernet Franc,83,15.0,Ohio,Grand River Valley,,,,Debonné 2009 Cabernet Franc (Grand River Valley),Cabernet Franc,Debonné,red,no
6712,US,"This brooding wine provides aromas of flowers, moist soil, raspberry and herbs. It's velvety in feel with abundant cherry and chocolate flavors that linger on the finish.",Cabernet Franc,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Covington 2011 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Covington,red,no
