,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
2305,Italy,"Liquid smoke, brimstone, tar, asphalt, licorice and mesquite follow dense aromas of black cherry, dried currants and mature plums. The wine is on the ripe, chewy side but ultimately finds balance thanks to its naturally firm tannins and fruity freshness.",Sangiovese Grosso,90,58.0,Tuscany,Brunello di Montalcino,,,,Camigliano 2004  Brunello di Montalcino,Sangiovese Grosso,Camigliano,red,no
2307,Italy,"This is a vibrant and fresh Brunello that offers a thick layer of plush fruit backed by shadings of spice, leather and cola. The mouthfeel is succulent and chewy and the tannins give the wine dimension and backbone. Drink now through 2015.",Sangiovese Grosso,90,53.0,Tuscany,Brunello di Montalcino,,,,Ciacci Piccolomini d'Aragona 2004  Brunello di Montalcino,Sangiovese Grosso,Ciacci Piccolomini d'Aragona,red,no
2314,Italy,"One thing we've discovered about Tenuta La Fuga is that it performs evenly, year after year, despite climatic variations and extremes. That's a telltale sign of good winemaking and this Brunello delivers a sure bet to consumers thanks to its soft, supple mouthfeel and lingering aromas of succulent cherry and spice.",Sangiovese Grosso,90,65.0,Tuscany,Brunello di Montalcino,,,,Tenuta La Fuga 2004  Brunello di Montalcino,Sangiovese Grosso,Tenuta La Fuga,red,no
2315,Italy,"Enzo Tiezzi has perfected his classic, traditional Brunello and delivers a tonic and fresh wine that would pair magically with hearty meat or pasta dishes that need to be broken down with extra acidity. On the nose, it shows aromas of sweet spice, almond, vanilla, caramel and wild berries.",Sangiovese Grosso,90,70.0,Tuscany,Brunello di Montalcino,,,,Tiezzi 2004  Brunello di Montalcino,Sangiovese Grosso,Tiezzi,red,no
2318,Italy,"Franco Pacenti makes excellent use of wood, resulting in a Brunello that shows fine balance between fruit and spice. The wine exhibits a slightly brownish hue but brings bright freshness and acidity to the table. Pair it with pasta or cheese risotto.",Sangiovese Grosso,90,,Tuscany,Brunello di Montalcino,,,,Canalicchio Franco Pacenti 2004  Brunello di Montalcino,Sangiovese Grosso,Canalicchio Franco Pacenti,red,no
3883,Italy,"Here's a light and refreshing Rosso di Montalcino with sharp notes of berry, cherry, wet earth and violets. You'll also get some distant mineral tones that add dimension and personality. Pair this easy-drinking wine with your favorite home-cooked pasta dishes.",Sangiovese Grosso,86,,Tuscany,Rosso di Montalcino,,,,Sesti 2008  Rosso di Montalcino,Sangiovese Grosso,Sesti,red,no
5165,Italy,"Uccelliera regularly produces powerhouse Brunellos. This Rosso evidently represents a change of pace because instead of power and intensity, you get ethereal aromas of wild berry and green spice. There's also an unexpected touch of sour cherry on the close.",Sangiovese Grosso,87,28.0,Tuscany,Rosso di Montalcino,,,,Uccelliera 2008  Rosso di Montalcino,Sangiovese Grosso,Uccelliera,red,no
5172,Italy,"There's a meaty, ripe aspect to the aromas here that recall black cherry and smoked ham. But there's also an edgy green tone that lends a slightly bitter impression in the mouth.",Sangiovese Grosso,87,,Tuscany,Brunello di Montalcino,,,,Canneta 2005  Brunello di Montalcino,Sangiovese Grosso,Canneta,red,no
5299,Italy,"This informal Rosso shows balance and intensity with bright berry aromas and acidity that is not too sharp. In fact, the wine is nicely rounded and supple.",Sangiovese Grosso,88,15.0,Tuscany,Rosso di Montalcino,,,,Podere Paganico 2009  Rosso di Montalcino,Sangiovese Grosso,Podere Paganico,red,no
5306,Italy,"La Togata offers a crisp and fresh Rosso, with aromas of bright berry, cherry cola, wild raspberry and lemon zest. The natural acidity of this wine would pair well with lasagna topped with melted mozzarella and Parmigiano.",La Togata,88,36.0,Tuscany,Rosso di Montalcino,,,,Tenuta Carlina 2009 La Togata  (Rosso di Montalcino),Sangiovese Grosso,Tenuta Carlina,red,no
5309,Italy,"There's a focused quality to the fruit in this bright Rosso that resembles red candy, bright raspberry and sour cranberry. A softly toasted note of oak spice rounds out the mouthfeel and gives the wine extra depth and texture.",Sangiovese Grosso,88,25.0,Tuscany,Rosso di Montalcino,,,,Brunelli Martoccia 2010  Rosso di Montalcino,Sangiovese Grosso,Brunelli Martoccia,red,no
6424,Italy,"Mocali's beautiful riserva opens with an inky dark appearance, thick concentration and savory aromas of leather and spice that add one more layer of complexity to an already very enticing wine. At the core, it is redolent of dark fruit and cherry, and the mouthfeel is thick and luscious. The richness of the color is beautiful as is the suppleness of the wine's texture. Hold 10 years.",Riserva,96,73.0,Tuscany,Brunello di Montalcino,,,,Mocali 2007 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Mocali,red,no
6436,Italy,"Vigna Paganelli shows amazing results with a bright fruit quality that translates into black cherry and blackberry. At the back are sophisticated tones of leather, tobacco and light touches of spice that give the wine depth and elegance. The most interesting aspect, however, is the mouthfeel that shows firm but beautifully ripe tannins that will help the wine age 10 years or more.",Vigna Paganelli Riserva,95,115.0,Tuscany,Brunello di Montalcino,,,,Il Poggione 2007 Vigna Paganelli Riserva  (Brunello di Montalcino),Sangiovese Grosso,Il Poggione,red,no
6439,Italy,"Castello Banfi delivers a sophisticated and elegant expression with pretty highlights of dark fruit, cassis, crushed spice and even a dusting of black pepper. This classy riserva delivers dark concentration, polished tannins, balanced acidity and long fruit-driven persistency. Best in 5–10 years.",Poggio all'Oro Riserva,95,150.0,Tuscany,Brunello di Montalcino,,,,Castello Banfi 2007 Poggio all'Oro Riserva  (Brunello di Montalcino),Sangiovese Grosso,Castello Banfi,red,no
6445,Italy,"Riserva Poggio alle Mura really delivers the goods with a dark garnet appearance and huge aromatic intensity that comes forth as dried fruit, cassis, prune, cola, ginger, cedar and licorice. The wine shows complexity and balance with endnotes of sweet spice and dark berry. This is a rich, plush and velvety Brunello that will be ready to drink in just a few brief years.",Poggio alle Mura Riserva,95,,Tuscany,Brunello di Montalcino,,,,Castello Banfi 2007 Poggio alle Mura Riserva  (Brunello di Montalcino),Sangiovese Grosso,Castello Banfi,red,no
6450,Italy,"Here's a beautiful interpretation from the 2008 vintage that shows balance, harmony and intensity all zipped up into one tight package. That seamless integration, followed by rich extraction, gives the wine momentum overall. Although this is a different wine from past vintages, the quality is just as high. Hold 5–10 years.",Sangiovese Grosso,94,65.0,Tuscany,Brunello di Montalcino,,,,Uccelliera 2008  Brunello di Montalcino,Sangiovese Grosso,Uccelliera,red,no
6795,Italy,"Oak-driven tones of toasted spice, pipe tobacco and bitter chocolate are followed by balsam tones of licorice, cola and dried ginger. There's a touch of fruity richness followed by crisp acidity and forest berry.",Sangiovese Grosso,89,74.0,Tuscany,Brunello di Montalcino,,,,Lisini 2008  Brunello di Montalcino,Sangiovese Grosso,Lisini,red,no
6798,Italy,"Sugarille (by Angelo Gaja) is among the top-scoring wines in Montalcino but this edition is weighed down by biting acidity that is characteristic of the 2008 vintage. Modern aromas of black cherry, chocolate and tobacco deliver intensity and power. But the freshness feels sharp and raw at the back of the mouth. Give this wine a few more years to evolve.",Sugarille,89,190.0,Tuscany,Brunello di Montalcino,,,,Pieve Santa Restituta 2008 Sugarille  (Brunello di Montalcino),Sangiovese Grosso,Pieve Santa Restituta,red,no
6801,Italy,"This garnet colored Brunello opens with a tiny hint of bruised apple skin that gives the bouquet sudden lift or immediacy. Cherry fruit, leather and tobacco are backed by licorice and cola. In the mouth, the wine is toned with textured tannins.",Riserva,89,52.0,Tuscany,Brunello di Montalcino,,,,Fattoria La Lecciaia 2007 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Fattoria La Lecciaia,red,no
6805,Italy,"This Brunello shows an austere and sophisticated side with dusty tertiary aromas of leather, old spice, pressed rose and dried berry fruit like currants or cranberries. There's a bit of snap or bite to the mouthfeel with lingering tones of cola, citrus and ginger.",Sangiovese Grosso,89,39.0,Tuscany,Brunello di Montalcino,,,,San Filippo di Giannelli 2008  Brunello di Montalcino,Sangiovese Grosso,San Filippo di Giannelli,red,no
6808,Italy,"Dark fruit, prune, cured meat, tobacco and leather are followed by accents of strawberry or blackberry jelly. There's a ripe quality to the fruit here that is followed by spicy oak and thick concentration. The presentation is easy and soft.",Sangiovese Grosso,89,45.0,Tuscany,Brunello di Montalcino,,,,Terre Nere di Campigli - Vallone 2008  Brunello di Montalcino,Sangiovese Grosso,Terre Nere di Campigli - Vallone,red,no
6820,Italy,"Bright cherry cola, dried ginger, cassis and rum cake open the bouquet of this pretty Brunello. This crisp wine offers some complexity, but remains an easy drinking and fresh expression of Sangiovese Grosso overall.",Sangiovese Grosso,88,45.0,Tuscany,Brunello di Montalcino,,,,Ridolfi 2008  Brunello di Montalcino,Sangiovese Grosso,Ridolfi,red,no
6823,Italy,"A dusty, mineral quality of lead pencil, brimstone and crushed granite appears at first. It is soon followed by bright cherry, raspberry, leather and tobacco. In the mouth, the wine delivers an elegant and toned quality of tannins with a touch of sour cherry on the close.",Riserva,91,120.0,Tuscany,Brunello di Montalcino,,,,Le Chiuse 2007 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Le Chiuse,red,no
6829,Italy,"Chocolate, sweet spice, tobacco, leather and dark berry fruit give this Brunello a bold and impactful first impression. When it comes to the mouthfeel, the wine plays a more subtle game with polished tannins, mild cherry fruit and a bright point of fresh acidity.",Sangiovese Grosso,91,55.0,Tuscany,Brunello di Montalcino,,,,Casanuova delle Cerbaie 2008  Brunello di Montalcino,Sangiovese Grosso,Casanuova delle Cerbaie,red,no
6830,Italy,"Bold and dark, this brawny wine shows beautifully evolved aromas of cured meat, leather, tar, cola and resin backed by candied fruit, pomegranate and crème de cassis. That extra muscle helps support the sharpness of the acidity, and plays a promising role in the wine's overall aging potential. Hold 5–10 years.",Voliero,91,55.0,Tuscany,Brunello di Montalcino,,,,Casato1 2008 Voliero  (Brunello di Montalcino),Sangiovese Grosso,Casato1,red,no
6831,Italy,"Cherry cola and licorice open the nose of this dark, brooding Brunello. At this young stage, the wine feels slightly sharp and raw in the mouth and it definitely needs another three to five years of cellar aging. Brambly oak and spice give it a zesty and spicy finish.",Campo del Drago,91,80.0,Tuscany,Brunello di Montalcino,,,,Castiglion del Bosco 2008 Campo del Drago  (Brunello di Montalcino),Sangiovese Grosso,Castiglion del Bosco,red,no
6832,Italy,"Cava d'Onice is a delightful estate on the eastern side of Montalcino run by a husband and wife team (with two small children). This expression opens with dark fruit and spice backed by bright tones of cherry and toasted almond. In the mouth, it shows structure and mild softness.",Sangiovese Grosso,91,60.0,Tuscany,Brunello di Montalcino,,,,Cava d'Onice 2008  Brunello di Montalcino,Sangiovese Grosso,Cava d'Onice,red,no
6841,Italy,"Fossacolle's Brunello is distinguished by a chewy texture that is backed by dark concentration and plump berry fruit. The cherry and blackberry layers are thick and soft, but don't let them fool you; Sangiovese's characteristic acidity keeps the palate polished and pristine.",Sangiovese Grosso,91,65.0,Tuscany,Brunello di Montalcino,,,,Fossacolle 2008  Brunello di Montalcino,Sangiovese Grosso,Fossacolle,red,no
6842,Italy,"This opens with a pretty garnet color and subtle aromas of spice, crème de cassis, leather and tobacco. The wine shows compact lines with tight structure, bright acidity and a lingering note of smoky ash on the close. The style is traditional, sour and bright.",Le Chiuse di Sotto,91,65.0,Tuscany,Brunello di Montalcino,,,,Gianni Brunelli 2008 Le Chiuse di Sotto  (Brunello di Montalcino),Sangiovese Grosso,Gianni Brunelli,red,no
6843,Italy,"This Brunello opens with inky, dark concentration and definitely shows a chewy, almost raw quality of cherry fruit that will most likely disappear withdonn just two or three more years of cellar aging. Cola, spice, leather and smoke fill in the rear and the wine ends with crisp acidity.",Vigna Piaggia,91,60.0,Tuscany,Brunello di Montalcino,,,,Abbadia Ardenga 2008 Vigna Piaggia  (Brunello di Montalcino),Sangiovese Grosso,Abbadia Ardenga,red,no
6844,Italy,"Altesino is part of an elite group of vintners that really put Montalcino on the international wine map. Its 2008 Brunello shows some of the nervous acidity that is typical of the vintage, but it also delivers soft tones of cherry fruit, spice and chocolate that round off any sharp edges.",Sangiovese Grosso,91,65.0,Tuscany,Brunello di Montalcino,,,,Altesino 2008  Brunello di Montalcino,Sangiovese Grosso,Altesino,red,no
6847,Italy,"Here's a pretty Brunello that shows interesting complexity and bright aromas that really distinguish this wine from other 2008s. The aromas lean toward herbal and menthol tones, with accents of cola and black licorice. There's more fruit in the mouth, especially cherry, with crisp freshness too.",Molino della Suga,91,,Tuscany,Brunello di Montalcino,,,,Bonacchi 2008 Molino della Suga  (Brunello di Montalcino),Sangiovese Grosso,Bonacchi,red,no
6848,Italy,"This selection offers balance and integrated aromas of spice, dark fruit, leather, tobacco, cola and rum cake. The wine shows power and heft both in terms of alcohol and consistency. Smoothly polished, fine tannins appear on the close.",Sangiovese Grosso,91,55.0,Tuscany,Brunello di Montalcino,,,,Castello Banfi 2008  Brunello di Montalcino,Sangiovese Grosso,Castello Banfi,red,no
6851,Italy,"This Brunello Selezione epitomizes the clean, polished and easygoing style of the 2008 vintage. The wine shows a savory side with aromas of cured meat and dried herb, as well as a bold fruit side with plush cherry and blackberry. The acidity is high, but is also balanced out by its natural density and rich texture.",Selezione Madonna delle Grazie,91,99.0,Tuscany,Brunello di Montalcino,,,,Il Marroneto 2008 Selezione Madonna delle Grazie  (Brunello di Montalcino),Sangiovese Grosso,Il Marroneto,red,no
6950,Italy,"We've noticed traces of volatility in past Sesti Brunellos, but the 2004 vintage smells polished and pristine. Aromas of black fruit, spice and cured meat are intact, generous and are delivered with uplifting force and buoyancy. This helps contribute to the general intensity of the wine and the supple nature of its mouthfeel.",Sangiovese Grosso,89,55.0,Tuscany,Brunello di Montalcino,,,,Sesti 2004  Brunello di Montalcino,Sangiovese Grosso,Sesti,red,no
6951,Italy,"Podere Paganico offers an impressive level of aromatic complexity thanks to layers of forest floor, dried apricot, underbrush, wet earth, cured meats and dried apple skins. It's a chewy, big wine with solid texture and firm tannins.",Sangiovese Grosso,89,47.0,Tuscany,Brunello di Montalcino,,,,Podere Paganico 2004  Brunello di Montalcino,Sangiovese Grosso,Podere Paganico,red,no
7804,Italy,Here's a ruby-colored Rosso from Montalcino with fresh berry aromas and subtle tones of forest underbrush and exotic spice. There are hints of cherry and vanilla as well and the wine is fruity and genuine in the mouth.,Sangiovese Grosso,87,,Tuscany,Rosso di Montalcino,,,,Col d'Orcia 2008  Rosso di Montalcino,Sangiovese Grosso,Col d'Orcia,red,no
8456,Italy,"This ruby-colored Brunello opens with notes of fresh fruit, forest floor, cedar wood, exotic spice and blackberry preserves. It shows a bright berry mouthfeel, with cherry intensity and a clean, fresh finish.",Sangiovese Grosso,92,,Tuscany,Brunello di Montalcino,,,,Pietroso 2007  Brunello di Montalcino,Sangiovese Grosso,Pietroso,red,no
9086,Italy,"Ferrero's Rosso di Montalcino offers an interesting layer of smoked ham or beef jerky that sits over a core of juicy berry fruit. Smoke flavors also appear in the mouth and although the wine's consistency is not too thick or dense, those buoyant aromas and flavors do last a long time.",Sangiovese Grosso,88,21.0,Tuscany,Rosso di Montalcino,,,,Ferrero 2007  Rosso di Montalcino,Sangiovese Grosso,Ferrero,red,no
9091,Italy,"Corte Pavone's Rosso di Montalcino gives you a hearty drinking red that would pair with game, wild mushrooms and most meat dishes. You get plump fruit and exotic spice overtones that give the wine sophistication and personality.",Sangiovese Grosso,88,22.0,Tuscany,Rosso di Montalcino,,,,Corte Pavone 2008  Rosso di Montalcino,Sangiovese Grosso,Corte Pavone,red,no
9092,Italy,"Cupano is an organic farm in Montalcino with consistent delivery of quality red wines. This less formal Rosso di Montalcino offers ripe cherry and blackberry notes followed by aromas of wet earth, leather and fresh tobacco. Pair it with Irish lamb stew.",Sangiovese Grosso,88,55.0,Tuscany,Rosso di Montalcino,,,,Cupano 2007  Rosso di Montalcino,Sangiovese Grosso,Cupano,red,no
9103,Italy,"This is a ripe and plump Brunello Riserva with distant notes of band aid or wet fur that don't distract too much from the overall picture. You'll also get aromas of wet earth, wild mushroom and pressed flowers and the wine's intensity and general consistency is very nice.",Riserva,88,,Tuscany,Brunello di Montalcino,,,,Vasco Sassetti 2004 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Vasco Sassetti,red,no
9683,Italy,"Here's a bright, ruby-colored Rosso di Montalcino with subdued aromas of forest floor, white mushroom and pressed wildflower. It's a delicate but territory-driven wine with good intensity of red fruit flavor in the mouth. Pair it with steak and wild mushroom cream sauce.",Sangiovese Grosso,87,20.0,Tuscany,Rosso di Montalcino,,,,Fattoria dei Barbi 2008  Rosso di Montalcino,Sangiovese Grosso,Fattoria dei Barbi,red,no
10094,Italy,"Subdued on the nose, this wine still needs to stretch its proverbial muscles. Its flavors of cherry liqueur, rum cake, blackberry and forest underbrush give voice to a clean, traditional winemaking philosophy.",Sangiovese Grosso,88,70.0,Tuscany,Brunello di Montalcino,,,,Tassi 2007  Brunello di Montalcino,Sangiovese Grosso,Tassi,red,no
10095,Italy,"This informal wine opens with a dark, ruby color and pretty notes of red berry, rose and pipe tobacco.",Sangiovese Grosso,88,22.0,Tuscany,Rosso di Montalcino,,,,Uccelliera 2010  Rosso di Montalcino,Sangiovese Grosso,Uccelliera,red,no
10100,Italy,"This garnet-colored riserva opens with savory spice, leather notes, with aromas of cured meat and barbecue smoke. The 2005 vintage was a warm one, and the ripeness of the fruit is evident on the bouquet and in the soft texture of the mouthfeel. Drink now.",Carlo Baccheschi Berti Riserva,88,,Tuscany,Brunello di Montalcino,,,,Castello di Vicarello 2005 Carlo Baccheschi Berti Riserva  (Brunello di Montalcino),Sangiovese Grosso,Castello di Vicarello,red,no
10104,Italy,"Showing youthful oak tones that still need time to integrate, this wine is a bit sour and ripe at the same time. Black cherry, tobacco, leather and spice aromas are nice, but the tannins are firm, and the wine shows a bright point of acidity on the close and a gritty, cooked-fruit finish.",Sangiovese Grosso,88,50.0,Tuscany,Brunello di Montalcino,,,,Ferrero 2007  Brunello di Montalcino,Sangiovese Grosso,Ferrero,red,no
10330,Italy,"Carob, sour cherry, bramble, leafy greens and exotic spice are some of the eclectic aromatic components of this wine's bright bouquet. The more you sniff, the more you get pipe tobacco, forest fruit and blackberry. The mouthfeel is firm, tonic and compact.",Sangiovese Grosso,90,80.0,Tuscany,Brunello di Montalcino,,,,Le Ragnaie 2006  Brunello di Montalcino,Sangiovese Grosso,Le Ragnaie,red,no
10333,Italy,"Aromas of smoky cigar, toasted note and black cherry open the bouquet of this bright expression from Montalcino. The wine shows good density and a tonic, crisp feel on the close.",Sangiovese Grosso,90,60.0,Tuscany,Brunello di Montalcino,,,,Máté 2005  Brunello di Montalcino,Sangiovese Grosso,Máté,red,no
10338,Italy,"Le Bruciate Riserva offers bright aromatic nuances of cola, root beer and a touch of shaved ginger backed by loads of black fruit and smooth spice. The wine shows great personality and persistency.",Le Bruciate Riserva,90,48.0,Tuscany,Brunello di Montalcino,,,,Canneta 2005 Le Bruciate Riserva  (Brunello di Montalcino),Sangiovese Grosso,Canneta,red,no
10438,Italy,"Here's a well-proportioned Rosso that shows notes of fresh raspberry and cherry, with an easy consistency and crisp acidity. The wine's mouthfeel is lean and crisp.",Sangiovese Grosso,85,20.0,Tuscany,Rosso di Montalcino,,,,Villa Poggio Salvi 2010  Rosso di Montalcino,Sangiovese Grosso,Villa Poggio Salvi,red,no
11732,Italy,"This well-aged Brunello shows a brownish hue in its ruby coloring and exhibits aromas of dried currants, licorice, cola, balsam and ground white pepper. This expression has more heft and determination in the mouth (compared to other Brunellos from the 2005 vintage) and lasts long on the palate.",Sangiovese Grosso,89,49.0,Tuscany,Brunello di Montalcino,,,,SassodiSole 2005  Brunello di Montalcino,Sangiovese Grosso,SassodiSole,red,no
11733,Italy,This is the kind of Rosso di Montalcino you could pair with seasoned pork or chicken curry. It has the heft and substance to stand up to those spicy foods and offers loads of fresh fruit intensity on the close.,Sangiovese Grosso,89,28.0,Tuscany,Rosso di Montalcino,,,,Tenuta Il Poggione 2008  Rosso di Montalcino,Sangiovese Grosso,Tenuta Il Poggione,red,no
