,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
549,Italy,"Scents of perfumed dark berry, rose, cake spice and aromatic herb unfold on this structured red. On the full-bodied palate, notes of chopped mint, mocha and white pepper accent a core of mature black cherry. It's young and assertive but well balanced, with firm tannins and bright acidity. Drink 2018–2026.",Resa 56,93,90.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Brandini 2011 Resa 56  (Barolo),Nebbiolo,Brandini,red,no
662,Italy,"Aromas of red berry, rose and cake spices lead the way on this ripe, forward Barolo. The round palate offers black cherry, raspberry, licorice and white pepper alongside polished tannins. It's already extremely accessible, so don't leave it in the cellar for too long. Drink 2016–2021.",Ornato,90,65.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Palladino 2011 Ornato  (Barolo),Nebbiolo,Palladino,red,no
686,Italy,"This opens with aromas of underbrush, leather, berry and a balsamic note. The forward palate offers dried cherry, white pepper, tobacco and the warmth of alcohol alongside firm tannins. Drink this sooner rather than later.",Acclivi,90,53.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Comm. G. B. Burlotto 2011 Acclivi  (Barolo),Nebbiolo,Comm. G. B. Burlotto,red,no
725,Italy,"This has aromas that recall leafy underbrush, sawdust and menthol. The dense, oak-driven palate shows licorice, espresso, toast and a hint of bitter chocolate but the fruit has dried up. It abruptly ends on a green note of powdered sage.",Meriame,85,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Paolo Manzone 2012 Meriame  (Barolo),Nebbiolo,Paolo Manzone,red,no
739,Italy,"Roasted coffee bean and menthol aromas lead the nose while the evolved palate offers dark bitter chocolate, licorice and a toasted note. Showing the heat of the vintage, the fruit has largely dried up while astringent tannins lead to a bracing finish.",Riserva,85,102.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Marchesi di Barolo 2009 Riserva  (Barolo),Nebbiolo,Marchesi di Barolo,red,no
744,Italy,"This opens with unusual aromas that recall minestrone soup, celery and glazed onion that carry over to the palate. It lacks fruit richness and is rather muddled, offering flavors reminiscent of sweet and sour sauce. Tasted both bottles, same notes.",Campo Quadro Riserva,85,48.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Punset 2011 Campo Quadro Riserva  (Barbaresco),Nebbiolo,Punset,red,no
833,Italy,"Aromas of a closed cellar blow off in the glass to reveal underbrush, violet, woodland berries and a hint of white pepper that all carry over to the palate. It's one-dimensional with fresh acidity and would work well with deep-dish pizza covered with toppings.",Nebbiolo,86,30.0,Piedmont,Nebbiolo d'Alba,,Kerin O’Keefe,@kerinokeefe,Dosio 2012  Nebbiolo d'Alba,Nebbiolo,Dosio,red,no
904,Italy,"Aromas of leather, vineyard dust, dried violet and a whiff of pressed powder lead the nose. The simple palate isn't very expressive, showing sour red cherry and a hint of baking spice alongside close-grained tannins that dry out the finish.",Pajè,87,50.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Boffa 2013 Pajè  (Barbaresco),Nebbiolo,Boffa,red,no
908,Italy,"The nose isn't very expressive, offering aromas of toasted hazelnut, while the dense, simple palate shows dried black cherry and licorice. It's shy on freshness and has round but rather fleeting tannins. Drink through 2018.",Nebbiolo,87,39.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Cascina Bruciata 2013  Barbaresco,Nebbiolo,Cascina Bruciata,red,no
909,Italy,"This opens with aromas of toast, oak, menthol, resin, coffee bean and medicinal notes. The aromas carry over to the firm palate, along with thyme, clove, licorice and bracing tannins.",Nebbiolo,87,35.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Castello di Neive 2013  Barbaresco,Nebbiolo,Castello di Neive,red,no
917,Italy,"This has aromas suggesting grilled herb, toasted oak, espresso and a whiff of wet animal fur. The palate offers dried cherry, game, anisette and a green note of bitter sage alongside extremely astringent tannins.",Bussia,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Deltetto 2012 Bussia  (Barolo),Nebbiolo,Deltetto,red,no
918,Italy,"This opens with aromas of toasted oak, roasted coffee bean and a whiff of sawdust. The bracing palate offers dried cherry, espresso and mocha alongside astringent tannins. Give the tannins another year or two to unwind then drink to capture the remaining fruit.",Ginestra,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Diego Conterno 2012 Ginestra  (Barolo),Nebbiolo,Diego Conterno,red,no
928,Italy,"Cellar floor, eucalyptus, black spice and a note recalling grilled celery lead the nose. The ripe palate offers mature black cherry, star anise and a hint of orange zest while assertive, tightly knit tannins leave an astringent finish.",Nebbiolo,87,60.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Battaglio 2013  Barbaresco,Nebbiolo,Battaglio,red,no
931,Italy,"Berry, menthol and a hint of espresso aromas lead the way while the straightforward palate shows mature black-skinned berry, coffee and a hint of licorice. It's already approachable. Drink through 2020.",Nebbiolo,87,35.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Borgogno F.lli Serio e Battista 2012  Barolo,Nebbiolo,Borgogno F.lli Serio e Battista,red,no
949,Italy,"Fragrant and fresh, this easy-drinking red has alluring scents of woodland berry, violet and a whiff of freshly tilled soil. The taut, luminous palate offers sour cherry and star anise accompanied by polished tannins and racy acidity.",Nebbiolo,87,23.0,Piedmont,Coste della Sesia,,Kerin O’Keefe,@kerinokeefe,Travaglini 2014 Nebbiolo (Coste della Sesia),Nebbiolo,Travaglini,red,no
955,Italy,"This offers scents and flavors that recall stewed prune, raisin and black pepper. It's still tight, with aggressive tannins that leave a firm clenching finish. Give it a few years to let the tannins unfurl then drink up to capture the remaining fruit.",Nirvasco,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Bersano 2012 Nirvasco  (Barolo),Nebbiolo,Bersano,red,no
1071,Italy,"This wine's enticing rose, blue flower, menthol and herb scents come together in the glass. On the taut, precise palate, tightly knit, refined tannins enwrap crunchy red cherry and juicy cranberry flavors. White pepper and clove notes add depth, while bright acidity lends balance. Drink 2023–2035.",Castelletto,94,57.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Mauro Veglio 2013 Castelletto  (Barolo),Nebbiolo,Mauro Veglio,red,no
1077,Italy,"This savory, firmly structured, full-bodied red opens with subtle dark berry, rose petal, pipe tobacco and crushed herb aromas. It delivers layers of juicy Marasca cherry, black raspberry, cinnamon and clove flavors, buttressed by youthfully assertive but refined tannins and nicely balanced, with fresh acidity. Drink 2023–2033.",Ascheri,94,180.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Ascheri 2013 Ascheri  (Barolo),Nebbiolo,Ascheri,red,no
1105,Italy,"Intense aromas of blue flower, red berry and licorice lead the nose on this full-bodied wine. Menthol, licorice, cake spices and a blast of orange zest complement the juicy, red cherry and black raspberry flavors.",Nebbiolo,90,22.0,Piedmont,Langhe,,Kerin O’Keefe,@kerinokeefe,Nada Fiorenzo 2011 Nebbiolo (Langhe),Nebbiolo,Nada Fiorenzo,red,no
1181,Italy,"Aromas suggesting dried rose petal, woodland berry, chopped mint and kitchen spice come together on this. The tight palate isn't quite as expressive as the nose, offering sour cherry, tart cranberry and a hint of clove alongside bracing tannins that grip the finish.",Montersino,88,50.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Bel Colle 2013 Montersino  (Barbaresco),Nebbiolo,Bel Colle,red,no
1183,Italy,"Underbrush, singed earth, mature dark-skinned fruit and a balsamic note emerge in the glass. The ripe, firm palate shows mocha, black raspberry and licorice as well as a slightly green note of raw sage. A backbone of bracing tannins provides the tight framework.",Margheria,88,49.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Boasso 2012 Margheria  (Barolo),Nebbiolo,Boasso,red,no
1184,Italy,"This opens with aromas of oak, toast and espresso that carry over to the firmly structured palate along with herb and dried black cherry. Austere tannins clench the finish.",I Tre Pais,88,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Broccardo 2012 I Tre Pais  (Barolo),Nebbiolo,Broccardo,red,no
1197,Italy,"This opens with aromas of menthol, coconut, oak, overripe black cherry, leather and exotic spice. The bracing palate shows dried black cherry, clove, ground pepper and a green note of powdered sage alongside assertive grainy tannins.",Serragrilli,87,90.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Battaglio 2013 Serragrilli  (Barbaresco),Nebbiolo,Battaglio,red,no
1205,Italy,"This offers aromas suggesting cherries marinated in spirits, underbrush and a whiff of camphor while the firm but rather lean palate offers grilled herb, licorice and a note of sour cherry. Astringent tannins grip the finish.",Rocche di Castelletto,87,75.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cascina Chicco 2012 Rocche di Castelletto  (Barolo),Nebbiolo,Cascina Chicco,red,no
1207,Italy,"Truffle, underbrush, new leather and chopped herb aromas slowly emerge in the glass. The bright, elegantly structured palate delivers tart cherry, licorice and tobacco alongside vibrant acidity and tightly wound noble tannins. It's still youthfully austere so give it time to develop. Drink 2023–2033.",Rose,93,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Poderi Colla 2013 Bussia Dardi Le Rose  (Barolo),Nebbiolo,Poderi Colla,rose,no
1393,US,"An uncommon source grape for pink wine, this Nebbiolo shows lemon juice and watermelon on the rather rich and inviting nose. The palate's grippy texture packs flavors of strawberry fruit and lime zest, with acidic energy that would make a perfect pairing for fried chicken or heartier fish.",Rosé,88,,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Bernat 2014 Rosé of Nebbiolo (Santa Ynez Valley),Nebbiolo,Bernat,rose,no
1642,Italy,"This offers earthy aromas of game, tilled soil, leather and forest floor. The lean rustic palate offers suggestions of dried cherry, a hint of dark spice and a gamy note alongside firm acidity and dusty tannins.",Nebbiolo,85,40.0,Piedmont,Gattinara,,Kerin O’Keefe,@kerinokeefe,Il Chiosso 2010  Gattinara,Nebbiolo,Il Chiosso,red,no
1798,Italy,"From one of the best vintages in the last 15 years, this classic Barolo needs to be opened a couple of hours ahead of time to breathe. It's a bit shy on aromas but the palate delivers dried cherry, fig, tobacco, white pepper and black tea flavors. Youthful acidity accompanies silky tannins in this wine that is just starting to develop complexity. Drink through 2024.",Riserva,91,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Villadoria 2004 Riserva  (Barolo),Nebbiolo,Villadoria,red,no
1925,Italy,"This opens with evident oak aromas of toasted wood, espresso and coffee bean followed by underpinnings of black fruit and pepper. The palate shows ripe black fruit, espresso and oak. Although it has nice depth, the finish is cut short by by drying wood tannins.",Cannubi Boschis,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Virna Borgogno 2009 Cannubi Boschis  (Barolo),Nebbiolo,Virna Borgogno,red,no
1932,Italy,"Fruit and spice aromas show dark cherry, white pepper and toasted oak aromas of espresso and chocolate, with a hint of orange peel. The palate has fresh strawberry, coffee and citrusy notes but not much depth.",Vigna San Giacomo,87,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Stroppiana 2008 Vigna San Giacomo  (Barolo),Nebbiolo,Stroppiana,red,no
2039,Italy,There's a beautifully delicate nature to this wine that is evident in its pristine floral aromas and its feminine notes of raspberry and wild berry. Hints of smoke and tar appear at the end and the wine is tight and firm in the mouth. Don't worry about longevity; there's enough pulp and structure to guarantee a   long aging future ahead.,Sistaglia,92,,Piedmont,Barolo,,,,Deltetto 2006 Sistaglia  (Barolo),Nebbiolo,Deltetto,red,no
2043,Italy,"Barolo Gramolere offers an attractive window onto the Nebbiolo grape with peek views at its inherent complexity and elegance. The wine opens with a ruby-garnet color and offers aromas of wild berry, white cherry, tar, licorice, hazelnut and ginger.",Gramolere,92,82.0,Piedmont,Barolo,,,,Fratelli Alessandria 2006 Gramolere  (Barolo),Nebbiolo,Fratelli Alessandria,red,no
2044,Italy,"Barolo Bricco delle Viole is a lush and generous wine with a bright ruby color and attractively intense aromas of cherry, wild berry, nutmeg, clove, powdered licorice and root beer. The oak influence is still obvious at this early stage, but will no doubt integrate with time. The mouthfeel is exceedingly soft, smooth and velvety. You don't need to wait too many years before uncorking this bottle.",Bricco delle Viole,92,75.0,Piedmont,Barolo,,,,G D Vajra 2006 Bricco delle Viole  (Barolo),Nebbiolo,G D Vajra,red,no
2045,Italy,"Very different from the Bricco delle Viole cru expression from the same producer, this wine offers bold, ripe fruit with lingering tones of red cherry, leather, charcoal and campfire. The fruit is thick and succulent and the finish offers sweet, succulent spice flavors. Multiple U.S. importers.",Luigi Baudana Cerretta,92,85.0,Piedmont,Barolo,,,,G D Vajra 2006 Luigi Baudana Cerretta  (Barolo),Nebbiolo,G D Vajra,red,no
2046,Italy,"This Barolo with the vocally challenging name Pichemej reveals a dark and moody side that is reinforced by aromas of black fruit, plum, pressed rose, tar and asphalt. There's a textured, earthy quality here followed by firmly drying tannins. Pair this wine with tender beef ribs.",Pichemej,92,,Piedmont,Barolo,,,,Gian Piero Marrone 2006 Pichemej  (Barolo),Nebbiolo,Gian Piero Marrone,red,no
2047,Italy,"This Barolo exhibits sweet aromas of berry fruit, Christmas spice and vanilla. It's a bold, confident wine with a smooth but firm quality in the mouth that hits all the right marks. Pair this Barolo with marinated lamb and dried fig jelly.",Camilla,92,,Piedmont,Barolo,,,,Grimaldi Bruna 2006 Camilla  (Barolo),Nebbiolo,Grimaldi Bruna,red,no
2054,Italy,"Here's a very attractive and seductive Barolo with chiseled mineral tones that really help the wine stand out in a crowd. Layers of graphite and slate give purity, linearity and clarity to this austere and elegant expression. Earthy tones, as well as forest berry flavors, appear on the long finish.",Costa di Bussia,92,50.0,Piedmont,Barolo,,,,Tenuta Arnulfo 2006 Costa di Bussia  (Barolo),Nebbiolo,Tenuta Arnulfo,red,no
2055,Italy,"Founded in 1986, Tenuta Rocca is a hilltop property in Monforte d'Alba that overlooks some of the most beautiful landscapes in the Langhe. This wonderful Barolo opens with sweet smells of candle wax, nutmeg, ginger, chocolate and bright red fruit. The wine imparts a squeaky clean, polished feel in the mouth.",Nebbiolo,92,48.0,Piedmont,Barolo,,,,Tenuta Rocca 2006  Barolo,Nebbiolo,Tenuta Rocca,red,no
2056,Italy,"Mario Battaglio offers a truly fantastic expression of Nebbiolo from the hot 2007 vintage that is packed tight with intensity and larger than life aromatic opulence. In a surprise twist, the wine also boasts a feminine side thanks to delicate aromas of wild flowers, licorice and light graphite or mineral shadings.",Nebbiolo,92,,Piedmont,Barbaresco,,,,Battaglio 2007  Barbaresco,Nebbiolo,Battaglio,red,no
2057,Italy,"Barolo Bricco Rocca still needs a few more years in the cellar to allow for full integrations of its spice, fruit, tobacco and mineral components. This beautiful wine is ripe with potential and the mouthfeel is plush and velvety with a wonderful fade of smoke and black fruit. Drink after 2018.",Bricco Rocca,92,,Piedmont,Barolo,,,,Cascina Ballarin 2006 Bricco Rocca  (Barolo),Nebbiolo,Cascina Ballarin,red,no
2058,Italy,"Here's a wine that begs a pairing with a truffle dish: black truffle Cornish hen or creamy risotto with white truffle flakes would do the trick. Cannubi San Lorenzo's aromas include spice, cherry, cola, white licorice, white mushroom and smoked ham. This is a beautiful wine with a firm, determined but elegant finish.",Cannubi San Lorenzo,92,,Piedmont,Barolo,,,,Cavalier Bartolomeo 2006 Cannubi San Lorenzo  (Barolo),Nebbiolo,Cavalier Bartolomeo,red,no
2059,Italy,"Here's a vineyard-designate Barolo Riserva with pristine aromas of cherry, wild berry, smoke, tar, licorice and leather. The streamlined mouthfeel is polished yet firm, and the wine offers a long fade of cherry and spice flavors.",Bricco Boschis Riserva Vigna San Giuseppe,92,,Piedmont,Barolo,,,,Cavallotto 2004 Bricco Boschis Riserva Vigna San Giuseppe  (Barolo),Nebbiolo,Cavallotto,red,no
2060,Italy,"The prized Cannubi cru offers fruit that is interpreted by some of the finest winemakers in northern Italy. This expression from the dynamic Damilano winery is characterized by tight tannins, power, personality and ripe berry flavors. Pair this Barolo with risotto topped with thinly shaved truffles.",Cannubi,92,76.0,Piedmont,Barolo,,,,Damilano 2006 Cannubi  (Barolo),Nebbiolo,Damilano,red,no
2061,Italy,"Very different than the 2005 vintage, Barolo Le Coste from Giacomo Grimaldi opens with a brownish-amber color and ripe berry or candied fruit aromas. There are beautifully fine aromas of tar, asphalt and licorice in the background that help balance it out. A Marc de Grazia selection; various American importers.",Le Coste,92,,Piedmont,Barolo,,,,Giacomo Grimaldi 2006 Le Coste  (Barolo),Nebbiolo,Giacomo Grimaldi,red,no
2129,Italy,"This opens has a bold appearance with dark extraction. The aromas that follow are reminiscent of ripe cherry, cinnamon spice, plum and pulpy black fruit. Round and soft, this closes with firm grittiness.",Monfrini,88,15.0,Piedmont,Roero,,,,Ponchione Maurizio 2009 Monfrini  (Roero),Nebbiolo,Ponchione Maurizio,red,no
2171,Italy,"Tight and focused, this opens with aromas of wild berry, red rose, culinary spice and a whisper of menthol. Chiseled and austere, the palate offers sour cherry, pomegranate, white pepper and a hint of anise. Youthfully assertive fine-grained tannins and bright acidity provide the framework. Give it time to soften and fully develop. Drink 2023–2033.",Cannubi,90,107.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Marchesi di Barolo 2013 Cannubi  (Barolo),Nebbiolo,Marchesi di Barolo,red,no
2173,Italy,"Rose petal, underbrush, grilled herb and game aromas take shape in the glass along with a balsamic note. On the firm full-bodied palate, hints of baking spice accent ripe (almost overripe) morello cherry and raspberry. Close-grained tannins give it an assertive finish. It's already almost accessible. Drink 2021–2028.",Rocche di Castiglione,90,58.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Monchiero 2013 Rocche di Castiglione  (Barolo),Nebbiolo,Monchiero,red,no
2262,Italy,"One of Italy's most interesting and least-know wines, Sforzato di Valetellina is made with dried Nebbiolo grapes in much the same way Amarone is made. In fact, sforzato means “forced” in Italian and alludes to the extra concentration given to the wine. With herbal and some bitter, leafy green notes, it's not a wine for everyone; it's sour in the mouth with an acid-driven close.",Canua,87,40.0,Lombardy,Valtellina Superiore,,,,Salis 1637 2002 Canua  (Valtellina Superiore),Nebbiolo,Salis 1637,red,no
2509,Italy,"This structured wine opens with earthy aromas of tilled soil, underbrush, leather, cedar, bright berries and baking spices. The vibrant palate displays classic Nebbiolo flavors of crushed dark cherry, clove, cinnamon, truffle, sage, thyme and licorice alongside brisk acidity and bracing but noble tannins. It will bloom into a beauty. Drink 2020–2040.",Rocche dell'Annunziata,95,65.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Aurelio Settimo 2010 Rocche dell'Annunziata  (Barolo),Nebbiolo,Aurelio Settimo,red,no
2510,Italy,"Scents of woodland berries, violets, dried rose petals, baking spices and Mediterranean herbs emerge from this wine. Crushed Morello cherry, graphite, red raspberry and white pepper all come seamlessly together on the palate alongside invigorating energy and intensity. It shows fantastic aging potential. Drink 2020–2040.",Villero,95,60.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giacomo Fenocchio 2010 Villero  (Barolo),Nebbiolo,Giacomo Fenocchio,red,no
2511,Italy,"Aromas of Mediterranean herbs, hay, leather and red berry come together in this structured Barolo. Loaded with energy and intensity, it delivers creamy cherry-berry flavors layered with white pepper, clove, nutmeg and orange zest. It already has depth but needs time to develop complexity. Drink after 2022.",Cerretta,95,96.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giovanni Rosso 2010 Cerretta  (Barolo),Nebbiolo,Giovanni Rosso,red,no
2512,Italy,"It offers classic Nebbiolo scents of red berry, forest floor, violet, baking spices, leather and Mediterranean herbs. The juicy palate doles out bright red cherry, mint, sage and black pepper alongside firm but velvety tannins and fresh acidity. Drink 2016–2024.",Boito Riserva,95,59.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Rizzi 2009 Boito Riserva  (Barbaresco),Nebbiolo,Rizzi,red,no
2514,Italy,"Aromas of red rose, wild cherry, forest floor and a whiff of leather take center stage. The palate expresses ripe black cherry accented by vanilla, cinnamon, cocoa, clove, white pepper, balsamic herbs and subtle oak alongside firm tannins. It's already delicious, but give it time to develop. Drink after 2020.",Bergera Pezzole,94,60.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Le Strette 2010 Bergera Pezzole  (Barolo),Nebbiolo,Le Strette,red,no
2516,Italy,"Juicy red and black cherry, crushed raspberry, violet, white pepper, cinnamon and sage sensations all come together. Assertive tannins and exhilarating acidity balance out the intense fruit and spice flavors. It's still austere and tight but displays great breeding and serious aging potential. Drink after 2020.",Rocche di Castiglione,94,42.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Roccheviberti 2010 Rocche di Castiglione  (Barolo),Nebbiolo,Roccheviberti,red,no
2518,Italy,"Black cherry, mint and white pepper aromas jump out of the glass along with a whiff of balsamic herbs. The intense palate boasts mouthwatering red cherry and strawberry flavors restrained by black pepper, cinnamon, clove, orange zest and a hint of eucalyptus. It's already gorgeous but it will develop even more complexity. Drink 2020–2030.",Tre Ciabot,94,48.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cascina Ballarin 2010 Tre Ciabot  (Barolo),Nebbiolo,Cascina Ballarin,red,no
2519,Italy,"It reveals aromas of rose, tilled earth, and smoky mineral. The bright palate doles out crushed red cherry and black raspberry accented with herbs, white pepper and clove. Juicy flavors are balanced by vibrant energy and polished tannins. Drink 2018–2038.",Cannubi,94,70.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Comm. G. B. Burlotto 2010 Cannubi  (Barolo),Nebbiolo,Comm. G. B. Burlotto,red,no
2520,Italy,"This concentrated Barolo opens with aromas of violet, plum, subtle oak and menthol. The dense palate delivers crushed black cherry and raspberry layered with milk chocolate, coffee, clove and white pepper alongside fresh acidity and bracing tannins. Drink 2018–2038.",Bricco Gattera,94,80.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cordero di Montezemolo 2010 Bricco Gattera  (Barolo),Nebbiolo,Cordero di Montezemolo,red,no
2521,Italy,"This vibrant wine opens with intense aromas of rose, violet, ripe berries, pastry cream and a whiff of leather. The savory palate offers juicy black raspberry and tart red cherry accented with notes of mint, thyme and mineral alongside round tannins and fresh acidity. Drink after 2018.",Castellero,94,,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Barale Fratelli 2010 Castellero  (Barolo),Nebbiolo,Barale Fratelli,red,no
