,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
3097,Italy,"This Riserva Amarone shows a meaty, bold, sweet and jammy personality with loads of aromatic intensity. It's almost too much of a good thing with overripe flavors of prune and berry marmalade.",Riserva,88,44.0,Veneto,Amarone della Valpolicella,,,,Musella 2005 Riserva  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Musella,red,no
3105,Italy,"Corte San Benedetto is a small, family run winery and its 2003 Amarone shows ripe notes of black cherry, mesquite, blackberry and soft vanilla. The oak element is evident here; the wine is soft and supple on the close.","Corvina, Rondinella, Molinara",88,,Veneto,Amarone della Valpolicella Classico,,,,Corte San Benedetto 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Corte San Benedetto,red,no
3106,Italy,"Loads of aromatic intensity comes through on the bouquet with lovely layers of ripe cherry, spice, mesquite wood, Indian spice and cola. The oak element is evident here and will integrate with a bit more time in the bottle. In the mouth, this rich, ruby-colored wine offers jammy fruit and soft, velvety texture.",Verjago,88,,Veneto,Valpolicella Classico Superiore,,,,Domìni Veneti 2006 Verjago  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Domìni Veneti,red,no
3108,Italy,"Here's a new producer from Valpolicella who presents a sharp and angular Amarone with fine aromas of spice, wild berry, black tobacco and tea leaf. The wine is bright and compact with soft tannins and natural freshness.","Corvina, Rondinella, Molinara",88,,Veneto,Amarone della Valpolicella,,,,Falezza 2005  Amarone della Valpolicella,"Corvina, Rondinella, Molinara",Falezza,red,no
3488,Italy,"Barbecue, black olives, Indian spice and mature fruit open the nose of this rich Ripasso made with a traditional blend of Valpolicella red grapes. There's a touch of green curry and forest floor, but the wine ultimately closes on a plush sweet note.",Tenuta Lena di Mezzo,87,20.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Monte del Frá 2008 Tenuta Lena di Mezzo  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Monte del Frá,red,no
3490,Italy,"This Ripasso opens with a solid, direct approach spearheaded by plump aromas of cherry, chocolate and a touch of root beer. In the mouth, it shows medium structure with a clean, polished close.","Corvina, Rondinella, Molinara",87,25.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Novaia 2008  Valpolicella Classico Superiore Ripasso,"Corvina, Rondinella, Molinara",Novaia,red,no
3494,Italy,"There's an earthy note here that recalls button mushroom and horse skin backed by dried fruit and prune. The wine shows a lighter, crisper mouthfeel with a sweet versus sour contrast at the very end.",Paverno,87,25.0,Veneto,Amarone della Valpolicella Classico,,,,Vaona 2007 Paverno  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Vaona,red,no
3498,Italy,"There's a touch of pungent apple skin at first, but the bouquet opens up over time with pretty floral tones and shadings of forest fruit and dried raspberry. For an Amarone, this wine is surprisingly bright and crisp on the close.","Corvina, Rondinella, Molinara",87,65.0,Veneto,Amarone della Valpolicella Classico,,,,Giuseppe Lonardi 2007  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Giuseppe Lonardi,red,no
3977,Italy,"Inky dark in appearance and concentration, this muscular Recioto della Valpolicella Classico wraps your tongue tight with its blockbuster power and persistency. Aromas include blackberry jelly, chocolate, cola and exotic spice. It finishes with smooth firmness and loads of personality.",500ml,90,37.0,Veneto,Recioto della Valpolicella Classico,,,,Nicolis 2006 500ml  (Recioto della Valpolicella Classico),"Corvina, Rondinella, Molinara",Nicolis,red,no
4304,Italy,"This is a thick, masculine Amarone with dense extraction and soda- like qualities of root beer, smoked bacon, A1 Steak Sauce and beef jerky. It delivers enormous power and concentration followed by a thick, meaty feel.",Il Sestante Vigneto Monte Masua,89,,Veneto,Amarone della Valpolicella Classico,,,,Tommasi 2004 Il Sestante Vigneto Monte Masua  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Tommasi,red,no
4305,Italy,"VillaBella delivers a generous Amarone from the Classico zone with loads of spice and characteristic blackberry and cherry fruit. On the one hand, the wine tastes a bit overripe with strawberry marmalade. On the other, the firm tannins and natural freshness keep it in check. Age this wine another five years.","Corvina, Rondinella, Molinara",89,43.0,Veneto,Amarone della Valpolicella Classico,,,,Vigneti Villabella 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Vigneti Villabella,red,no
4307,Italy,"Here's an austere Amarone with overripe notes of fruit preserve, blackberry jelly, moist tobacco, leather, spice and root beer. The wine backs dense concentration with amazing intensity of aromas. It's sweet and sour at the same time with firm tannins.","Corvina, Rondinella, Molinara",89,50.0,Veneto,Amarone della Valpolicella Classico,,,,Le Ragose 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Le Ragose,red,no
4310,Italy,"There's a lot of mature fruit and some strawberry jam here backed by prunes, raisins, tobacco, incense and cola. Pretty nuances of white stone and dried hay appear on the nose and the wine ends with sweet, sticky flavors of ripe berry.",Villa Rizzardi,89,90.0,Veneto,Amarone della Valpolicella Classico,,,,Guerrieri Rizzardi 2003 Villa Rizzardi  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Guerrieri Rizzardi,red,no
4593,Italy,"Aged in large oak casks, this fresh Ripasso makes good use of minimal wood intervention that comes forth as light spice and cinnamon. The core of this wine, however, consists of pulsing black fruit and mature cherry.","Corvina, Rondinella, Molinara",87,26.0,Veneto,Valpolicella Superiore Ripasso,,,,Santa Sofia 2007  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Santa Sofia,red,no
4594,Italy,"Vigneti di Montegradella is a well-priced Valpolicella with more intensity and density than you'd expect. In fact, the wine offers determination and personality with enough natural extraction to pair with bean soup or barbecued hamburgers.",Vigneti di Montegradella,87,14.0,Veneto,Valpolicella Classico Superiore,,,,Sartori 2006 Vigneti di Montegradella  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Sartori,red,no
4597,Italy,"In the past, Allegrini adopted a vocal stand against Ripasso (a middle ground wine between Amarone and Valpolicella) and for this reason Corte Giara Ripasso comes as a big surprise. Despite the controversy, this historic producer presents a very acceptable wine with pretty tones of sweet spice and bright berry.",Corte Giara,87,20.0,Veneto,Valpolicella Ripasso,,,,Allegrini 2008 Corte Giara  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Allegrini,red,no
4607,Italy,"A drying mineral note of slate or graphite runs through the middle of this plush and rich red Ripassato wine from Valpolicella. Background notes of spice and cherry cola come through as well, especially in the mouth where the wine boats a soft, compact feel. Pair this wine with lamb or light beef dishes.",Podere Bertarole Ripassato,87,25.0,Veneto,Valpolicella Classico Superiore,,,,Corteforte 2007 Podere Bertarole Ripassato  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Corteforte,red,no
4608,Italy,"Ripasso Cicilio shines bright with personality and freshness. This territory-driven wine boasts clean aromas of berry fruit, light shadings of spice and a touch of sweet cinnamon. It's easy, crisp mouthfeel washes clean over the palate.",Cicilio,87,20.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Degani 2008 Cicilio  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Degani,red,no
4617,Italy,"Amarone Capitel de' Roari delivers a crisp, lean expression that showcases Valpolicella winemaking tradition. The only out-of-place elements are the oak shadings that comes across as toasted nut, leather and dried tobacco.",Capitel de' Roari,87,35.0,Veneto,Amarone della Valpolicella Classico,,,,Luigi Righetti 2007 Capitel de' Roari  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Luigi Righetti,red,no
5596,Italy,"Smoky, dark and rich, this oak-aged Ripasso is packed tight with savory aromas of barbecue smoke, bresaola, licorice and sun-dried fruit. There's a sweet note on the close followed by smooth, soft tannins.","Corvina, Rondinella, Molinara",88,25.0,Veneto,Valpolicella Superiore Ripasso,,,,Montezovo 2009  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Montezovo,red,no
5604,Italy,This well crafted wine opens with textured renderings of barbecue spice and toasted oak followed by velvety fruit and blackberry. The wine is layered and deep with a playful touch of sour fruit on the close.,I Saltari Le Vigne di Turano,88,25.0,Veneto,Valpolicella Superiore,,,,Sartori 2006 I Saltari Le Vigne di Turano  (Valpolicella Superiore),"Corvina, Rondinella, Molinara",Sartori,red,no
5608,Italy,"Amarone La Coeta opens with huge oak tones of spice and campfire that will definitely need a few more years of cellar aging before they soften. But this wood-heavy formula does work, given the hearty, thick nature of the wine itself.",La Coeta,88,61.0,Veneto,Amarone della Valpolicella Classico,,,,Corte Lenguin 2007 La Coeta  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Corte Lenguin,red,no
5609,Italy,"This Ripasso-method Valpolicella is aged for two years in cherry wood to add complexity and intensity to its aromatic bouquet. You'll recognize tones of cola, dark spice, mature fruit, cassis and bitter almond.",Campi Magri,88,43.0,Veneto,Valpolicella Superiore Ripasso,,,,Corte Sant' Alda 2008 Campi Magri  (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",Corte Sant' Alda,red,no
5616,Italy,"A long oak regime (36 months in barrel) helps cement this Amarone's tones of barbecue sauce, cola, savory spice and dark fruit. The wine shows a ripe, chewy quality with loads of masculine power and intensity.",Zovo,88,47.0,Veneto,Amarone della Valpolicella,,,,Zanoni 2006 Zovo  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Zanoni,red,no
5617,Italy,"This Ripasso presents an interesting nose with clove, fresh curry leaf, cherry liqueur and bitter chocolate. It's smooth and balanced with a simple but genuine delivery overall.","Corvina, Rondinella, Molinara",88,26.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Arduini 2009  Valpolicella Classico Superiore Ripasso,"Corvina, Rondinella, Molinara",Arduini,red,no
6452,Italy,"Beautifully aged, this shows a dusty, ripe quality. The bouquet is rounded out by notes of leather, resin, molasses, tobacco, dried ginger, cola and licorice. There's a tight firmness to the tannins, which have gracefully carried this wine forward over the years.",Guglielmi di Jago,91,95.0,Veneto,Amarone della Valpolicella Classico,,,,Villa Spinosa 2001 Guglielmi di Jago  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Villa Spinosa,red,no
6463,Italy,"Big and bold, this has noticeable alcohol and loads of chocolate, espresso and jammy black-fruit flavors. The overall muscle and brawn of the mouthfeel give balance to the heat and intensity. Pair this with aged cheese or grilled steak.",I Fondatori Riserva,91,80.0,Veneto,Amarone della Valpolicella Classico,,,,Fabiano 2005 I Fondatori Riserva  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Fabiano,red,no
6466,Italy,"This delivers about the same intensity and concentration as a top shelf Amarone—but for half the price. It offers loads of spice, ripe fruit, leather, tobacco and black olive flavors that drive the long, supple mouthfeel.",I Progni,91,27.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Le Salette 2009 I Progni  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Le Salette,red,no
6469,Italy,"This doles out multiple layers of cinnamon, red cherry, vanilla, blackberry, espresso and tobacco flavors. It's modern, chewy and bright, with slightly sweet flavors that would pair with pork and roasted fennel or steak with a creamy mushroom sauce.",Campo Leòn,91,54.0,Veneto,Amarone della Valpolicella,,,,Latium di Morini 2008 Campo Leòn  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Latium di Morini,red,no
6472,Italy,"Powerful and muscular, this would pair with succulent red meat or piquant cheese. The mouthfeel is velvety and supple, and the bouquet is redolent of cooked berry, prune, dried bay leaf, humus, toasted coffee bean and licorice.","Corvina, Rondinella, Molinara",91,70.0,Veneto,Amarone della Valpolicella Classico,,,,Rubinelli Vajol 2008  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Rubinelli Vajol,red,no
6478,Italy,"Dark and brawny, this opens with almost impenetrable concentration and bold aromas of jammy fruit, blackberry, espresso, cedar and moist tobacco. It has a smooth, rich texture, with lively highlights of teriyaki, ginger and cola.","Corvina, Rondinella, Molinara",91,34.0,Veneto,Amarone della Valpolicella Classico,,,,Brunelli 2009  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Brunelli,red,no
7223,Italy,"Made using grapes from the Fumane subzone of Valpolicella, this shows simple lines that are nonetheless balanced and clean. Berry and spice aromas add heft to the medium weight and persistency of the mouthfeel.",Tenuta Lena di Mezzo,87,21.0,Veneto,Valpolicella Classico Superiore,,,,Monte del Frá 2010 Tenuta Lena di Mezzo  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Monte del Frá,red,no
7224,Italy,"This is definitely a wine meant to drink in the winter. It shows thick extraction, mellow tannins and loads of spice and ripe fruit flavors.",Capitel della Crosara,87,16.0,Veneto,Valpolicella Ripasso,,,,Montresor 2010 Capitel della Crosara  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Montresor,red,no
7233,Italy,"“Il Re Pazzo,” which is Italian for “the crazy king,” delivers a cheerful berry note, with enough spice, tobacco and leather tones to give the wine heft and staying power. The sharp note of acidity would make this pair well with cheesy pasta.",Il Re Pazzo,87,20.0,Veneto,Valpolicella Classico,,,,Terre di Leone 2010 Il Re Pazzo  (Valpolicella Classico),"Corvina, Rondinella, Molinara",Terre di Leone,red,no
7240,Italy,"Aged partially in wood and stainless steel, this delivers a healthy dose of plump, ripe red fruit. Notes of cherry, plum, red currant and cassis are followed by soft tannins and a spicy touch of white pepper.","Corvina, Rondinella, Molinara",87,32.0,Veneto,Valpolicella Superiore Ripasso,,,,Ca' Rugate 2009  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Ca' Rugate,red,no
7580,Italy,"This wine doesn't seem to have fully evolved and its aromas are  muddled in places with notes of mature fruit and natural rubber. In the mouth it has red fruit flavors and tight tannins, but it generally lacks definition.",Capitel della Crosara,85,41.0,Veneto,Amarone della Valpolicella Classico,,,,Montresor 2003 Capitel della Crosara  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Montresor,red,no
8468,Italy,"Smoky, dark and rich, this oak-aged Ripasso is packed tight with savory aromas of barbecue smoke, bresaola, licorice and sun-dried fruit. There's a sweet note on the close followed by smooth, soft tannins.","Corvina, Rondinella, Molinara",88,25.0,Veneto,Valpolicella Superiore Ripasso,,,,Montezovo 2009  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Montezovo,red,no
8483,Italy,"No doubt, this is a big, bold wine that hits the palate like a ton of bricks. Aromas include maple syrup, brown sugar, molasses, dark fruit and plum, spice and leather. Not surprisingly, it delivers loads of sticky chewiness as well.",Corte del Pozzo,88,75.0,Veneto,Amarone della Valpolicella,,,,Gino Fasoli 2006 Corte del Pozzo  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",Gino Fasoli,red,no
8484,Italy,"There's a distinctive touch of dark cola and licorice here that frames a solid core of blackberry and cherry liqueur. The wine is darkly concentrated with firm tannins and a soft, sweet endnote of mature fruit and cinnamon spice.","Corvina, Rondinella, Molinara",88,,Veneto,Amarone della Valpolicella Classico,,,,Viviani 2007  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Viviani,red,no
8487,Italy,"Bixio offers a tight, compact expression of Amarone that seems bursting at the seams with fresh fruit, cherry and berry aromas. The wine is syrupy and thick in the mouth with a refreshing touch of acidity at the close.","Corvina, Rondinella, Molinara",88,,Veneto,Amarone della Valpolicella Classico,,,,Bixio 2008  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Bixio,red,no
9822,Italy,"Thick concentration and extraction set the tone for what proves to be a meaty, raw, chunky wine with chewy succulence and a creamy texture. Not much is subtle especially the blockbuster nose, which is redolent of smoked ham, beef jerky, black fruit and spicy barbecue sauce.",Campo del Tìtari,89,,Veneto,Amarone della Valpolicella Classico,,,,Brunelli 2001 Campo del Tìtari  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Brunelli,red,no
9836,Italy,"There's a nice aromatic ensemble here of spice, clove, oak, prune and cherry. But the oak nuances are a bit overpowering. More wood flavors appear in the mouth as well as dried berry flavors.","Corvina, Rondinella, Molinara",88,36.0,Veneto,Amarone della Valpolicella Classico,,,,San Giuseppe 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",San Giuseppe,red,no
10182,Italy,"This is a big wine both in terms of consistency and alcohol (17%). In fact, it's too big in many respects and it's hard to image what foods can stand up to this power. The wine is redolent of brambly sour notes of earth and forest floor and there's a touch of bitter astringency on the close.",Costa delle Corone,87,110.0,Veneto,Amarone della Valpolicella Classico,,,,Monteci 2006 Costa delle Corone  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Monteci,red,no
12003,Italy,"Here's a sophisticated and elegant Amarone with very forward use of oak that supports its soft, velvety curves. The wine boasts thick concentration, an inky color and loads of spice, candied fruit and tobacco. It's full and soft with velvety tannins and a long finish.",Il Bosco,92,70.0,Veneto,Amarone della Valpolicella Classico,,,,Cesari 2003 Il Bosco  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Cesari,red,no
12009,Italy,"This is a gorgeously extracted and dense wine with thick concentration and intense notes of ripe fruit, blackberry jam, dried currant, tar, asphalt and resin. The aromas are immediate and opulent but the wine also delivers a streamlined and polished mouthfeel that suits it very nicely.",Riserva di Costasera,92,75.0,Veneto,Amarone della Valpolicella Classico,,,,Masi 2003 Riserva di Costasera  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Masi,red,no
12012,Italy,"Remo Farina is an excellent operation (now taken over by the next generation and currently undergoing a winery refurbishment) and the estate's beautiful Monte Fante Amarone is thickly extracted with mature aromas of black fruit, apple, cola and exotic spice. The wine offers character and pizzazz thanks to the polished quality of its tannins.",Monte Fante Riserva,92,90.0,Veneto,Amarone della Valpolicella Classico,,,,Remo Farina 2003 Monte Fante Riserva  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Remo Farina,red,no
13149,Italy,There's a touch of almond butter and toasted coconut shavings followed by creamy fruit and red cherry. The mouthfeel of this easy-drinking Valpolicella blend is sharp and fresh.,"Corvina, Rondinella, Molinara",84,,Veneto,Valpolicella Classico,,,,Viviani 2009  Valpolicella Classico,"Corvina, Rondinella, Molinara",Viviani,red,no
13156,Italy,"There's an awkward touch of overripe apple and orange zest that blows off fast enough to reveal red fruit, cherry and Indian spice. The close is sharp and crisp.","Corvina, Rondinella, Molinara",83,14.0,Veneto,Valpolicella Ripasso Classico,,,,Le Bertarole 2008  Valpolicella Ripasso Classico,"Corvina, Rondinella, Molinara",Le Bertarole,red,no
13159,Italy,"Released five months after vinification, this youthful red wine offers strange but interesting aromas of forest fruit, blueberry jam or doughy blueberry muffins, cherry liqueur and medicinal herbs. Sweet syrupy flavors are accented by a bright touch of bitterness.","Corvina, Rondinella, Molinara",83,16.0,Veneto,Valpolicella Classico,,,,Le Salette 2010  Valpolicella Classico,"Corvina, Rondinella, Molinara",Le Salette,red,no
13160,Italy,"This easy-drinking blended red wine opens with offbeat aromas of banana, mixed fruit salad and sour cherry. With more time in the glass, those bright fruit aromas are slowly replaced by spice and almond flavors.","Corvina, Rondinella, Molinara",83,15.0,Veneto,Valpolicella Classico,,,,Novaia 2010  Valpolicella Classico,"Corvina, Rondinella, Molinara",Novaia,red,no
13163,Italy,"There's an earthy, leathery feel to this wine that recalls button mushroom, forest floor and dried rose petal. It shows an informal, compact disposition in the mouth.","Corvina, Rondinella, Molinara",83,13.0,Veneto,Valpolicella Classico,,,,Giuseppe Lonardi 2010  Valpolicella Classico,"Corvina, Rondinella, Molinara",Giuseppe Lonardi,red,no
13164,Italy,"A unique set of aromas is offered here including smoked ham and dry Graham cracker. The wine is easy, thin and offers a defined point of ripe cherry on the close.",Campo Santa Lena,83,15.0,Veneto,Valpolicella Classico,,,,Villa Monteleone 2010 Campo Santa Lena  (Valpolicella Classico),"Corvina, Rondinella, Molinara",Villa Monteleone,red,no
13165,Italy,"This is the ultimate pizza wine because, well, it shares many aromatic qualities with our favorite Italian pies. You'll detect dried oregano, green tomato and smoked ham. The wine's sour close would cut clean through melted cheese.","Corvina, Rondinella, Molinara",83,14.0,Veneto,Valpolicella Classico,,,,Villa Spinosa 2009  Valpolicella Classico,"Corvina, Rondinella, Molinara",Villa Spinosa,red,no
13394,Italy,"There's a nice, easy-drinking quality to this informal Valpolicella that comes across as vibrant cherry and forest berry. It's lean and compact on the palate with bright acidity on the close.","Corvina, Rondinella, Molinara",86,15.0,Veneto,Valpolicella,,,,Allegrini 2009  Valpolicella,"Corvina, Rondinella, Molinara",Allegrini,red,no
13397,Italy,"From the 2004 vintage, this is a thin and slightly sour Valpolicella that would pair with cheesy pizza or ravioli filled with ricotta. The natural freshness and brightness of the fruit will cut through fatty dishes.","Corvina, Rondinella, Molinara",86,32.0,Veneto,Valpolicella Classico Superiore,,,,Marchesi Fumanelli 2004  Valpolicella Classico Superiore,"Corvina, Rondinella, Molinara",Marchesi Fumanelli,red,no
13398,Italy,"Here's a simple and correct Valpolicella that opens with vibrant tones of cherry and ripe raspberry. There's not much depth here, but that's not the point of this wine. Employ it as an easy-drinking red to pair with home cooked pasta.","Corvina, Rondinella, Molinara",86,18.0,Veneto,Valpolicella Classico,,,,Marchesi Fumanelli 2009  Valpolicella Classico,"Corvina, Rondinella, Molinara",Marchesi Fumanelli,red,no
13403,Italy,"Available at an attractively low price, this ruby-colored Valpolicella offers bright cherry notes followed by cola and white almond. The wine imparts a sharp, crisp feel in the mouth.",Capitel dei Nicalò,86,20.0,Veneto,Valpolicella Classico Superiore,,,,Tedeschi 2007 Capitel dei Nicalò  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Tedeschi,red,no
13404,Italy,"Measured aromas of wild berry and exotic spice are followed by smoky flavors of cured beef in this easy, crisp Ripasso. Offers more depth in the mouth than it does the nose.",Corte Majoli,86,16.0,Veneto,Valpolicella Superiore Ripasso,,,,Tezza 2006 Corte Majoli  (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",Tezza,red,no
13414,Italy,This Valpolicella Classico Superiore shows aged aromas of licorice and tar followed by candied fruit and ripe cassis. It delivers medium density and persistency and would make a good companion to pork or roast chicken.,"Corvina, Rondinella, Molinara",86,31.0,Veneto,Valpolicella Classico Superiore,,,,Rubinelli Vajol 2006  Valpolicella Classico Superiore,"Corvina, Rondinella, Molinara",Rubinelli Vajol,red,no
13415,Italy,"Here's a light and informal Ripasso that opens with bright berry tones, forest floor, mesquite wood and cedar. The wine's consistency is thin and bright and there are sour cherry flavors at the end.","Corvina, Rondinella, Molinara",86,,Veneto,Valpolicella Superiore Ripasso,,,,San Cassiano 2008  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",San Cassiano,red,no
14923,Italy,"Le Arele is a woody, smoky red dessert wine with firm tannins behind chewy, sweet notes of mature blackberry, cherry, nutmeg, clove and ginger. Pair this wine with chewy chocolate brownies.",Le Arele 500ml,87,,Veneto,Recioto della Valpolicella Classico,,,,Giuseppe Lonardi 2007 Le Arele 500ml  (Recioto della Valpolicella Classico),"Corvina, Rondinella, Molinara",Giuseppe Lonardi,red,no
14974,Italy,"Barbecue spice, clove, nutmeg and dark berry fruit open the nose of this dark, garnet-colored wine. It has soft tannins, with loads of intensity and richness on the finish.","Corvina, Rondinella, Molinara",88,28.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Il Roverone 2008  Valpolicella Classico Superiore Ripasso,"Corvina, Rondinella, Molinara",Il Roverone,red,no
14975,Italy,"Extremely thick, soft and extracted, this delivers flavors of ripe fruit, cinnamon stick, honey, barbecue sauce, cured meat and dried apple skin. Savory tones of leather and button mushroom show up later.","Corvina, Rondinella, Molinara",88,49.0,Veneto,Amarone della Valpolicella Classico,,,,Giuseppe Lonardi 2008  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Giuseppe Lonardi,red,no
