,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
871,US,Chocolate and blackberry form an impressively generous and full-bodied personality in this 100% varietal wine aged 22 months in a hearty percentage of new oak. Big tannin and traces of cigar and espresso continue on the brawny theme.,Merlot,90,42.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Herencia 2013 Merlot (Napa Valley),Merlot,Herencia,red,no
1047,US,"This is a pretty good buy for a Merlot that shows lots of polish and sophistication. It has savory black cherry, currant, cola and spice flavors. The tannins are a little rugged and green, so it loses some points.",Merlot,85,16.0,California,Napa Valley,Napa,,,Irony 2004 Merlot (Napa Valley),Merlot,Irony,red,no
1050,US,"Shows plenty of lush, ripe fruit, wrapped in soft tannins and balanced with crisp acids. The forward black cherry, red licorice, orange and smoky vanilla flavors are rich, and the price makes it a great value.",Merlot,85,10.0,California,California,California Other,,,Little Black Dress 2006 Merlot (California),Merlot,Little Black Dress,red,no
1116,US,"One of a string of great values made at Terravant near Santa Barbara. Attractively oaky, it's full-bodied, full-flavored and just tannic enough to make it a good pairing for rich meat or cheese courses. It is deep in color, with a slightly tawny rim. It smells like wood smoke and grilled bread, tastes deep as blackberry and delivers cherry flavors that linger on the finish.",Merlot,90,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Cookies & Cream 2010 Merlot (California),Merlot,Cookies & Cream,red,no
1147,US,"The aromas of cinnamon, kelp, and dried fruit are unusual and don't seem in harmony. The gamy flavors bring some appeal but don't entirely come together.",Merlot,83,17.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Barnard Griffin 2013 Merlot (Columbia Valley (WA)),Merlot,Barnard Griffin,red,no
1166,US,"With its peppery spices and briary, brambly notes of ripe wild berries, this wine tastes more like Zinfandel than Merlot. It's not true to the variety, but it is a solid red wine, dry and full-bodied.",Estate,86,18.0,California,Sonoma Valley,Sonoma,,,Wellington 2004 Estate Merlot (Sonoma Valley),Merlot,Wellington,red,no
1174,Argentina,"Toast and char sit atop the bouquet like a heavy king on his throne, but there's nothing fake or weak about it. The color is dark and the palate is round; flavors of black plum, figs and black olives convey a meaty, true personality amid all the char, chocolate and vanilla. A good wine in the massive category that is value-priced Merlot.",Trumpeter,86,12.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Rutini 2006 Trumpeter Merlot (Mendoza),Merlot,Rutini,red,no
1255,South Africa,"This wine has a rich, velvety character that gives it solo sipping appeal. Pepper and mocha on the nose flow into dark fruit and mocha flavors on the palate. Paired with a good structure and long finish, the wine is both elegant and intriguing.",Merlot,88,15.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Guardian Peak 2007 Merlot (Stellenbosch),Merlot,Guardian Peak,red,no
1275,US,"Gritty and rustic, with blackberry, prune and spice flavors. It's a dry, tannic wine, for drinking with simple foods, like burritos.",Merlot,84,10.0,California,Napa Valley,Napa,,,Napa Family Vineyards 2010 Merlot (Napa Valley),Merlot,Napa Family Vineyards,red,no
1439,US,"This is the first vintage for Upright—100% Klipsun Vineyard and 100% varietal Merlot. Thick and syrupy, it's a full throttle wine, with deep flavors of berry, cherry and cassis. Red licorice lightly streaks through the back end, and the wine makes a smooth landing on a strip of Bourbon barrel notes.",Upright Klipsun Vineyard,92,39.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Efeste 2010 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,Efeste,red,no
1485,US,"The vineyard is on Howell Mountain. It's an awkward wine, with lots to like, but some problems. On the plus side is enormous  cassis, cherry and chocolate fruit flavor and rich, fine tannins, and the 100% new oak seems proper given the wine's volume. But there's too much sugary sweetness in the finish, almost like a dessert wine.",Bancroft Ranch Vineyard,85,75.0,California,Napa Valley,Napa,,,Beringer 2004 Bancroft Ranch Vineyard Merlot (Napa Valley),Merlot,Beringer,red,no
1510,US,"Made from Merlot, Cabernet Sauvignon and Cabernet Franc grown in the warm Happy Canyon region of the valley, this shows the greatness of the 2007 vintage. It's ready to drink, bearing soft, gentle tannins that frame flavors of blackberry and cherry jam, chocolate, vanilla and sweet, smoky oak.",Barrack Brand,92,42.0,California,Santa Ynez Valley,Central Coast,,,Happy Canyon Vineyard 2007 Barrack Brand Merlot (Santa Ynez Valley),Merlot,Happy Canyon Vineyard,red,no
1632,France,"The sunshine of the Languedoc comes through in this wine's warm, soft fruit. A touch of acidity and a backdrop of tannins give it contrast and a fine, ready-to-drink character.",Le Val,85,12.0,France Other,Vin de France,,Roger Voss,@vossroger,Vinadeis 2016 Le Val Merlot (Vin de France),Merlot,Vinadeis,red,no
1651,Argentina,"Dry earthy herbal aromas of tomato, red-berry fruits and oak set up a full palate with pounding tannins. This tastes roasted and herbal, with notes of bell pepper, tomato and creamy oak. A hard-tannin finish confirms that this Merlot skipped charm school.",006 Riverside Estate,85,20.0,Other,Patagonia,,Michael Schachner,@wineschach,Aniello 2015 006 Riverside Estate Merlot (Patagonia),Merlot,Aniello,red,no
1671,US,"This wine seems overtaken with scents and flavors of tree tar and resin. The impression of pine resin cuts out the fruit, leaving some woody flavors in the finish.",Sams Valley Vineyard,85,25.0,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine ,Cliff Creek 2012 Sams Valley Vineyard Merlot (Southern Oregon),Merlot,Cliff Creek,red,no
1696,Italy,"The fruit appears very ripe, almost too ripe, making the wine difficult to pair with food because of the width and intensity of its jammy nose. Yet more harmonious tones of chocolate, coffee and spice kick in at the rear to add dimension.",Quercegobbe,86,50.0,Tuscany,Toscana,,,,Petra 2003 Quercegobbe Merlot (Toscana),Merlot,Petra,red,no
1777,France,"While there are firm tannins, this wine also has plenty of fresh black currant fruits. Acidity and a crisp texture give it a lift and brightness. Drink this 100% Merlot from 2016 when the tannins have softened.",Premium,84,23.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Donjon de Bruignac 2013 Premium  (Bordeaux Supérieur),Merlot,Château Donjon de Bruignac,red,no
1869,Italy,"Poggio al Merli is a 100% Merlot that shows a perfect marriage between variety and territory. It's an opulent, soft and round wine that is woven tight with blackberry, pipe tobacco, rum cake and a touch of black olive. Velvety tannins drive a long, intense finish.",Poggio ai Merli,93,75.0,Tuscany,Toscana,,,,Castellare di Castellina 2009 Poggio ai Merli Merlot (Toscana),Merlot,Castellare di Castellina,red,no
1924,Chile,"This opens with a good mix of tobacco, black cherry, cola and mocha aromas. In the mouth, this offers good body, size and balance along with lightly herbal, leafy flavors of mossy black fruits. A mellow finish with a solid structure is a welcome ending.",La Joya Gran Reserva,87,15.0,Colchagua Valley,,,Michael Schachner,@wineschach,Viña Bisquertt 2011 La Joya Gran Reserva Merlot (Colchagua Valley),Merlot,Viña Bisquertt,red,no
1926,US,"This is a tough, chewy Merlot, a bit of a stylistic departure for Walla Walla Vintners. Perhaps it's the addition of Cabernet Sauvignon and Cabernet Franc, or perhaps just the result of the challenging 2010 vintage in the Walla Walla Valley. But the greenish tannins bring a lot of herbal flavors to the forefront, and tend to bury the fruit.",Merlot,87,28.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Vintners 2010 Merlot (Walla Walla Valley (WA)),Merlot,Walla Walla Vintners,red,no
1942,US,"It's not easy to get 16.5% alcohol from a vintage as cool as 2010 in Washington. The wine has a grain and grass bouquet, wild and brambly fruit, and plenty of Asian spices. Interesting, though not especially typical for the grape variety",Merlot,87,40.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Hawks View 2010 Merlot (Washington),Merlot,Hawks View,red,no
1958,US,"Rich and dense, this has blackberry and black cherry jam, mocha and spice flavors. It contains 16% Cabernet Sauvignon, which lends the wine weight and body. While it's technically dry, there's a sweetness that comes from the ripeness of fruit and the caramel flavor from the oak, which gives it a sugary, bacony taste. Delicious now and for a few years.",Merlot,88,40.0,California,Napa Valley,Napa,,,Stephanie 2008 Merlot (Napa Valley),Merlot,Stephanie,red,no
2116,US,"This delivers the soft, velvety texture you want in a nice Merlot, along with ripe black-cherry, anise, cola and sandalwood flavors that finish dry and spicy.",Merlot,88,20.0,California,Santa Ynez Valley,Central Coast,,,Firestone 2008 Merlot (Santa Ynez Valley),Merlot,Firestone,red,no
2127,US,"With a rich, velvety texture and flavors of black cherries, green olives and smoky cedar, this is a very nice Merlot for drinking now. Drink this with upscale fare.",Reserve,88,25.0,California,Oak Knoll District,Napa,,,Martin Ray 2010 Reserve Merlot (Oak Knoll District),Merlot,Martin Ray,red,no
2128,US,"This is 75% Merlot, with Cabernet, Malbec and Syrah comprising the other 25%. Despite all of the components, it tastes like there is a bit of a hole. The fruit is soft and plummy, and the overall balance is excellent.",Reserve,88,45.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Obelisco Estate 2009 Reserve Merlot (Red Mountain),Merlot,Obelisco Estate,red,no
2152,US,"This light-colored and light-bodied wine combines an earthy, metallic aroma with mildly fruity, candied flavors. Its texture is mild and smooth.",Lot 6,84,11.0,California,California,California Other,Jim Gordon,@gordone_cellars,Grayson 2015 Lot 6 Merlot (California),Merlot,Grayson,red,no
2222,US,"The toast, freshly ground coffee, dark chocolate and cherry aromas pop. Plum and chocolate flavors are smooth in feel and linger on the finish.",Grand Estates,88,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2013 Grand Estates Merlot (Columbia Valley (WA)),Merlot,Columbia Crest,red,no
2308,US,"Here's a strongly flavored Merlot, made with ultraripe fruit. If it didn't have a good structure, the blackberry, currant, mocha and anise flavors alone would make it a fruit bomb. Fortunately, fine acidity and gorgeously thick tannins give it structure and backbone. Best for a year or two.",Crane Ranch Vineyard,90,30.0,California,Napa Valley,Napa,,,Crane Brothers 2005 Crane Ranch Vineyard Merlot (Napa Valley),Merlot,Crane Brothers,red,no
2340,US,"Light aromas of herbs, woodspice, tire rubber and red fruit lead to jammy raspberry and spice flavors that provide easy drinking pleasure.",Merlot,85,10.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Sagelands 2013 Merlot (Columbia Valley (WA)),Merlot,Sagelands,red,no
2348,US,"Herb, currant, vanilla and tire-rubber aromas are at the fore. The blackberry flavors drink off dry, sweetening toward the finish.",The Expedition,85,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2013 The Expedition Merlot (Horse Heaven Hills),Merlot,Canoe Ridge,red,no
2352,US,"Enticing and idiosyncratic on the nose, this Merlot offers notes of rose petal, smoke, blood orange and caraway seed. The palate is medium bodied and the 13% alcohol gives it a sense of finesse. Fine but firm tannins frame the cherry fruit, and it finishes with hints of maduro and rose.",Reserve,88,35.0,Virginia,Monticello,,,,Jefferson Vineyards 2008 Reserve Merlot (Monticello),Merlot,Jefferson Vineyards,red,no
2433,Chile,"This starts out fresh on the nose, with a modest herbal accent. The palate is lively and clean, with ample body and good balance. Flavors of cherry, plum and herb lead to a mildly green-tasting finish.",Coastal Cool Climate,85,14.0,Casablanca Valley,,,Michael Schachner,@wineschach,Lomas del Valle 2011 Coastal Cool Climate Merlot (Casablanca Valley),Merlot,Lomas del Valle,red,no
2455,US,"Aged for 30 months in French and American oak (90% new), this wine brings pleasing notes of café au lait, pencil lead, cashew and woodspice. Rich coffee and chocolate flavors are backed by a silky feel, with the wood playing prominent role.",The Reserve,90,30.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2011 The Reserve Merlot (Horse Heaven Hills),Merlot,14 Hands,red,no
2482,US,"Cocoa, toast, vanilla, cigar box, coconut and raspberry aromas lead the way on this 100% varietal wine. The palate is full of dark fruit flavors with slightly gritty tannins and tart acids. Give it some time to come together.",Merlot,88,25.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Airfield Estates 2012 Merlot (Yakima Valley),Merlot,Airfield Estates,red,no
2527,US,"Fruit comes from three places for this wine, Bennett Valley, Alexander Valley and Knights Valley, exhibiting some good blending skill in the cellar. Red currant, clove, cedar and pencil all appear around a full-bodied, leathery texture and dots of black pepper and sage.",Merlot,89,28.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Matanzas Creek 2012 Merlot (Sonoma County),Merlot,Matanzas Creek,red,no
2557,US,"Blueberry, grapeseed, leather, cigar box and concentrated lavender combine for an elegantly intriguing nose on this bottling from a winery between Morgan Hill and Gilroy. The palate is fresh and rather light, with plums, figs, crushed peppercorns and a forest floor/pine needle intrigue.",Estate,89,24.0,California,Santa Clara Valley,Central Coast,Matt Kettmann,@mattkettmann,Jason-Stephens 2010 Estate Merlot (Santa Clara Valley),Merlot,Jason-Stephens,red,no
2575,US,"A mountaintop vineyard in a cool year delivers the expected lighter elegance, offering a complicated and fascinating array of aromas, from incense and white pepper to patchouli and potpourri. The palate starts with sour cherries before the herbal lift of fennel and dill arrives, proving a light, curious and tasty wine.",Honor Roll Estate Reserve,89,32.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Burrell School Vineyards 2011 Honor Roll Estate Reserve Merlot (Santa Cruz Mountains),Merlot,Burrell School Vineyards,red,no
2593,US,"Rich cherry fruit anchors this excellent, estate-grown Merlot. It's lush and textural, with deep, dark fruit flavors and pleasant roasted notes of coffee and smoke. Half the barrels were new American oak, the rest French, mostly new.",Merlot,90,25.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gamache 2009 Merlot (Columbia Valley (WA)),Merlot,Gamache,red,no
2632,Italy,"Desiderio, a legendary Italian Merlot, shows slightly sour aromas this vintage with cherry, pressed flowers, natural rubber and spice. It's a hearty, well-concentrated wine with loads of density and intense cherry fruit on the close.",Desiderio,90,57.0,Tuscany,Cortona,,,,Avignonesi 2007 Desiderio Merlot (Cortona),Merlot,Avignonesi,red,no
2649,US,"Broadly fruity, this dark and smooth Merlot is loaded with a luscious mix of black fruits. The flavors play out in forward, accessible fashion, flecked with a pleasing minerality.",The Tusk Elephant Mountain Vineyard,89,50.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,O•S Winery 2009 The Tusk Elephant Mountain Vineyard Merlot (Yakima Valley),Merlot,O•S Winery,red,no
2694,Chile,"Smooth smelling, with pure and fresh berry and plum aromas. Very young and a bit tangy on the palate, with cherry and berry flavors and an oaky, soft finish that goes sweet then sour, and lasts for a long time. In terms of structure, it's balanced, mildly tannic, yet meant for drinking now.",Reserva,87,12.0,Maipo Valley,,,Michael Schachner,@wineschach,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga,red,no
2703,Chile,"This is a great house pour for fans of Chilean Merlot with its consistent fruit, soft acidity and low tannins. On the nose and palate, a core of sweet, Red Delicious apple is accented by dry leather, toasty vanilla and dried herbs. Simple, but well crafted.",Estate Bottled Reserve,87,12.0,Colchagua Valley,,,,,Château La Joya 2000 Estate Bottled Reserve Merlot (Colchagua Valley),Merlot,Château La Joya,red,no
2719,Chile,"This Merlot excels beyond its bargain classification by showing purity and a high level of fruit quality. The bouquet exudes plum, chocolate and some creaminess, while the palate bursts with blackberry, bitter chocolate and espresso. Round and satisfying, with enough structure to last a year or two—or until the next vintage comes around.",Xplorador,87,7.0,Rapel Valley,,,Michael Schachner,@wineschach,Concha y Toro 2002 Xplorador Merlot (Rapel Valley),Merlot,Concha y Toro,red,no
2735,US,A soft fruitiness and smooth texture make this medium-bodied red easy to enjoy. Strawberry and cherry notes rest easily on a bed of light tannin that adds an appetizing mouthfeel.,Merlot,86,8.0,California,California,California Other,Jim Gordon,@gordone_cellars,Woodbridge by Robert Mondavi 2013 Merlot (California),Merlot,Woodbridge by Robert Mondavi,red,no
2738,Chile,"This might be a touch volatile at first, but saucy tomato-like aromas are offset by fresh red-plum notes. A tight and tannic palate softens with time in the glass, while berry flavors carry herb and spice notes onto a lightly herbal finish.",Reserva,86,11.0,Central Valley,,,Michael Schachner,@wineschach,Echeverria 2014 Reserva Merlot (Central Valley),Merlot,Echeverria,red,no
2749,Romania,Aromas of black berry and black cherry lead to flavors of cherry vanilla and red plum before a soft tannic finish.,Dreambird,86,7.0,Romania,,,Jeff Jenssen,@worldwineguys,Cramele Recas 2015 Dreambird Merlot (Romania),Merlot,Cramele Recas,red,no
2754,France,"A very drinkable, light and easy to like Merlot, this offers ripe notes of black plum, cherry and berry on the nose and mouth, with a faint hint of milk chocolate in the background. The soft mouthfeel and fruity palate finish short, but clean.",Merlot,84,10.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Le Petit Cochonnet 2015 Merlot (Pays d'Oc),Merlot,Le Petit Cochonnet,red,no
2760,Chile,"Forced, candied aromas of chocolaty oak and herbal, slightly weedy berry fruits feed into a chunky, blocky, creamy palate with saucy berry flavors combined with minty, top-heavy oak. The finish tastes minty, lactic and oaky, with heat.",Classic Series,84,13.0,Colchagua Costa,,,Michael Schachner,@wineschach,Montes 2014 Classic Series Merlot (Colchagua Costa),Merlot,Montes,red,no
2808,US,"Cherry, raspberry and vanilla combine for an inviting mix of ripeness and sweet bouquet. A fruity component also sits nicely atop this structured wine marked by soft, fine tannins. The finish is robust in black pepper and clove.",Signature Series,87,15.0,California,Oakville,Napa,Virginie Boone,@vboone,Kirkland Signature 2013 Signature Series Merlot (Oakville),Merlot,Kirkland Signature,red,no
2819,US,"A 100% varietal wine, this opens in floral violet perfume, delicate notions that are soon overpowered by the chock-a-block blackberry and plum. The tannins are robust and still integrating, giving the wine a somewhat harsh feel.",Unfiltered,86,35.0,California,Calistoga,Napa,Virginie Boone,@vboone,Barlow 2012 Unfiltered Merlot (Calistoga),Merlot,Barlow,red,no
2834,US,"A light, bright version of the variety, this soft and herbaceous wine mixes a subtle richness of toasted oak and dark chocolate with black plum and cherry. It retains its acidity well, showing a tightness of structure with enough approachability.",Merlot,88,24.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Bench 2014 Merlot (Knights Valley),Merlot,Bench,red,no
2859,Italy,"Made entirely with Merlot, the shy nose eventually reveals whiffs of violet and clove. The medium-bodied palate offers prune, vanilla and French oak alongside chewy tannins and rather modest acidity.",I Renai,88,45.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Sangervasio 2011 I Renai Merlot (Toscana),Merlot,Sangervasio,red,no
2863,US,"A mild current of cinnamon, clove and tobacco provide a spicy entry into this wine, backed up by a fruity mid-palate. Medium weight and body give it some power and substance, while on the finish, it comes under an herbaceous light.",Reserve,88,27.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Vanderbilt 2013 Reserve Merlot (Dry Creek Valley),Merlot,Vanderbilt,red,no
2879,US,"This is done in an open, palate-friendly style, with rich, generous black fruits accented with cocoa, coffee and caramel. There's a streak of vanilla custard also, and the fruit has enough depth and mass to hold up through a satisfying finish.",Benchmark,91,29.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Market Vineyards 2009 Benchmark Merlot (Columbia Valley (WA)),Merlot,Market Vineyards,red,no
2930,Chile,"Berry, pickle and bramble aromas are a little tough and crusted over, while the palate is snappy and fresh in feel, with flavors of herbal berry fruit and pepper. A mild hint of oak and resin dry up the finish.",Pionero,84,9.0,Rapel Valley,,,Michael Schachner,@wineschach,Morandé 2008 Pionero Merlot (Rapel Valley),Merlot,Morandé,red,no
2955,US,"Tasted in October, this still-young Merlot is tannic and jammy. It shows fresh primary fruit flavors of raspberries, cherries and blackberries that are a bit one-dimensional. Give it until mid-2008 to develop some bottle complexity.",Reserve,86,25.0,California,Sonoma County,Sonoma,,,Kenwood 2004 Reserve Merlot (Sonoma County),Merlot,Kenwood,red,no
2973,US,"This is a pretty eastern U.S. Merlot, with its subtle, nuanced flavors of red berry, plum and currant and its approachable, soft tannins. Virginia is showing its talent for growing reds and this is a good example of what can be done with good vineyard management and winemaking.",Josie's Knoll,85,18.0,Virginia,Monticello,,Susan Kostrzewa,@suskostrzewa,Lovingston 2005 Josie's Knoll Merlot (Monticello),Merlot,Lovingston,red,no
2977,France,"This vineyard is at one of the highest Castillon points. Big in tannins and also fruit, this is a dense wine. It has a dry core as well as rich blackberry fruits. Concentrated and full, the wine will be seriously worth drinking from 2019.",Merlot,91,25.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Montlandrie 2014  Castillon Côtes de Bordeaux,Merlot,Château Montlandrie,red,no
3008,US,"A hint of mint can be detected in the opening aromas of this Merlot, which includes a splash of Cabernet Franc in the blend. Licorice, smoke and deep cassis flavors all contribute to an intense, seductive wine, with velvety tannins enrobing a lingering finish.",Merlot,93,30.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Forgeron 2009 Merlot (Columbia Valley (WA)),Merlot,Forgeron,red,no
3033,US,"Oaky toast, cedar and hint of meat add complexity and flavor to this light-bodied, mellowed wine, highlighted by soft, firm tannin and brooding blackberry.",Merlot,88,23.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Franciscan 2013 Merlot (Napa Valley),Merlot,Franciscan,red,no
