,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
9555,US,"Light and crystalline in the glass, this snappy bottling shows ripe cranberry fruit, thyme and composting violets on the dynamic nose. Though very lightweight on the palate, it delivers waves of raspberry, hibiscus and spicy cinnamon flavors, revealing how layered and vivid that a fresh and bright expression of Grenache can be.",Grenache,93,40.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Margerum 2015 Grenache (Santa Barbara County),Grenache,Margerum,red,no
9556,US,"Plenty of fresh purple flowers, from violets to lilacs, show on the nose of this bottling, as well as cola spice and a strong core of blueberry fruit. It's lightweight but well structured on the palate, where rose hips, lavender, fennel fronds and tarragon meet with boysenberry and light elderberry. This is still very fresh and young.",Watch Hill Vineyard,93,48.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Montemar Wines 2013 Watch Hill Vineyard Grenache (Santa Barbara County),Grenache,Montemar Wines,red,no
9607,US,"The No Girls Grenache, from a vineyard adjacent to Armada (the source for the Cayuse God Only Knows Grenache) is lighter, more elegant, perhaps brighter than its companion wine, with fresh blueberry and other pie berry  fruits, a streak of umami, herbal tea and impressive minerality. Almost Burgundian in style, it possesses excellent length and wonderful texture.",La Paciencia Vineyard,93,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,No Girls 2010 La Paciencia Vineyard Grenache (Walla Walla Valley (WA)),Grenache,No Girls,red,no
10088,US,"A ripe red wine, brimming with cherry fruit, and heightened in texture by acidity. Not particularly complex, but rich and satisfying, making it one of the better Grenaches from California.",Larner Vineyard,88,36.0,California,Santa Ynez Valley,Central Coast,,,Samsara 2009 Larner Vineyard Grenache (Santa Ynez Valley),Grenache,Samsara,red,no
10301,Croatia,"Fermented with indigenous yeast and then aged in French oak, this has rose and raspberry perfumes, with deep black-plum and berry flavors. Striking acidity and bold, angular tannins soften on the palate, revealing a smooth, luscious finish.",G6,88,19.0,Croatia,,,Anna Lee C. Iijima,,Bibich 2009 G6 Grenache (Croatia),Grenache,Bibich,red,no
10398,US,"A blend of 90% Grenache and 10% Syrah from the Armada Vineyard, this expresses its characteristic mix of superripe fruit and organic funk. Cracker, berry, spice and earth components all seem to compete a bit in the mouth and need more bottle time to fully meld together.",The Boy,91,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2009 The Boy Grenache (Walla Walla Valley (WA)),Grenache,K Vintners,red,no
10400,France,"Aged in glass demijohns for one year and oak tuns for nine, this is a mature selection that's ready to drink now, though it can certainly keep for many more years to come. A beautiful rancio characteristic leads, with aromas of walnut shell, orange oil and earthy spice fill the bouquet. Skin-driven fruit flavors of cherry and plum dominate the gripping palate, while the complex finish reveals accents of black tea, licorice root and baking spice.",Cuvée Spéciale 10 Ans d'Âge,91,30.0,Languedoc-Roussillon,Maury,,Lauren Buzzeo,@laurbuzz,Mas Amiel NV Cuvée Spéciale 10 Ans d'Âge Grenache (Maury),Grenache,Mas Amiel,red,no
10416,US,"Rounded plum and berry aromas grow more complex thanks to hints of sarsparilla bark, rose buds, cinnamon stick and nutmeg on the nose of this cool-climate bottling. The palate is quite peppery, with dried red flowers, red plums, peppercorns, strawberries and a texturally earthy core of fine-grained tannins.",Jespersen Ranch,91,32.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Stephen Ross 2013 Jespersen Ranch Grenache (Edna Valley),Grenache,Stephen Ross,red,no
10955,US,"This wine is a blend of Monette's Vineyard Grenache and River Rock Syrah (15%). The volatiles are amped up, along with aromas of raspberries and herb. The flavors are full and liquorous, showing a fair amount of heat.",First and Mercer,86,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Elephant Seven 2014 First and Mercer Grenache (Walla Walla Valley (WA)),Grenache,Elephant Seven,red,no
11163,US,"Juicy and exuberantly floral, this wine is structured with a reasonable amount of tannin. Its strawberry and cherry fruit is robustly ripe, but high acidity saves the day.",Estate Vineyard,89,25.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Wellington 2013 Estate Vineyard Grenache (Sonoma County),Grenache,Wellington,red,no
11178,US,"Not a whole lot going on in this soft, simple wine. The cherry, raspberry and root beer flavors are ultraripe, with a liqueured quality, and the finish is semisweet.",L'Imaginaire,84,39.0,California,Santa Barbara County,Central Coast,,,Vie Winery 2005 L'Imaginaire Grenache (Santa Barbara County),Grenache,Vie Winery,red,no
11414,US,"The best vintage to date for this wine, delivering sharp well-defined varietal character. It's tight, tart and focused, mixing lemon, orange and cherry fruit with a well-built finish. No new oak, just half neutral and half twice-used barrels, but the highlights of toast and mocha latte add a nice touch to the tannins.",Grenache,91,30.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Jaxon 2014 Grenache (Rogue Valley),Grenache,Jaxon,red,no
11779,US,"High alcohol makes this Grenache seem hot and sweet in glycerine. It tastes candied, with cherry pie and red licorice flavors.",Estate Vineyard,84,25.0,California,Sonoma Valley,Sonoma,,,Wellington 2009 Estate Vineyard Grenache (Sonoma Valley),Grenache,Wellington,red,no
11818,US,"This aromatic wine brings a potpourri of freshly rubbed sage, Dimetapp, bay leaf and sweet tobacco. It's broad yet light in feel with a pretty sense of elegance and restraint.",Upland Vineyards,88,35.0,Washington,Snipes Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Robert Ramsay 2012 Upland Vineyards Grenache (Snipes Mountain),Grenache,Robert Ramsay,red,no
11984,US,"The fruit is soft and faded in this wine, which is otherwise soft-medium in body,. It's made by a longstanding producer of Petite Sirah and Cabernet Sauvignon.",Reserve,85,20.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Concannon 2011 Reserve Grenache (Livermore Valley),Grenache,Concannon,red,no
12350,US,"Deep ruby pink in color, this wine begins with a nuanced nose, mixing the fun of grape soda with the elegance of purple flowers. On the palate, it's a tad boozy for pink wine, but the flavors of cherry and currant stand out in front of the alcohol. It would make a nice companion for a dish with ample flavors and actual warmth, such as chicken soup or a tuna melt.",Rosé,88,28.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Tre Anelli 2012 Rosé Grenache (Santa Barbara County),Grenache,Tre Anelli,rose,no
12426,US,"This is a pure Grenache, tart and spicy, with powerful herb components. It is not fruity or sappy-sweet by any measure, but it delivers moderately concentrated flavors highlighted by herb and earth notes, with good length and balance.",Grenache 58,87,30.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Cowhorn 2010 Grenache 58 Grenache (Applegate Valley),Grenache,Cowhorn,red,no
12847,US,"Brisk and lively, this wine is a bit shy on the nose at first, then reveals red and purple flowers, dark fruit, brown spice and a touch of shattered asphalt. The palate is quite tarry despite being lighter, with blackberry-juice flavor and lots of acidic pizzaz.",Grenache,88,48.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Alta Colina 2012 Grenache (Paso Robles),Grenache,Alta Colina,red,no
12854,US,"Slightly funky aromas of dried, composting red and purple roses meet with crushed mint, vanilla and red berries on the nose of this complex bottling. Pomegranate, red plum and strawberry fruit show on the palate, bolstered by wet gravel, thyme and black-pepper spice.",Reserve,88,30.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Clos LaChance 2013 Reserve Grenache (Central Coast),Grenache,Clos LaChance,red,no
13058,US,"The aromas are alluring, with notes of stem, dried herb, white pepper, cigar box and raspberry. The palate is chock-full of raspberry flavors that show a pleasing purity, and the finish lingers, showing just a touch of heat.",Reserve,90,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Bontzu 2015 Reserve Grenache (Walla Walla Valley (WA)),Grenache,Bontzu,red,no
13126,US,"Very ripe flavors make this wine seem almost sweet and the rich texture coats the mouth, augmenting the syrupy impression. Flavors suggest plump raspberries and fresh blackberries, while the finish brings out milk chocolate.",Grenache,89,19.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Graziano 2013 Grenache (Mendocino County),Grenache,Graziano,red,no
13197,US,"This smells like sweet red cherries and ripe plums and tastes quite ripe, almost sweet, with more berries and cherries. The overall mouthfeel is full bodied and the texture is broad and rich. It is generous, fruity and tasty all around.",Estate,86,30.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Fenestra 2011 Estate Grenache (Livermore Valley),Grenache,Fenestra,red,no
13368,US,"From a vineyard in the hills overlooking the Santa Clara Valley, this bottling shows baked strawberry, cinnamon cream, Red Hots and black-plum juice, proving quite pretty if a tad candied on the nose. A light cinnamon-clove meringue flavor proves very inviting on the palate, where lush black cherry is leveled by a tart plum-skin grip.",Grenache,92,26.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Storrs 2012 Grenache (Central Coast),Grenache,Storrs,red,no
13858,US,"Granted, this is a young wine, but on first impression it imparts a raw, burly earthiness that's hard to completely embrace, with a sense of cooked mushrooms and sour cherry around soft, light-bodied tannins. Give it plenty of air.",Grenache,86,23.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Noble Tree 2014 Grenache (Russian River Valley),Grenache,Noble Tree,red,no
13913,US,"Full of the lushness that comes with this brand in all forms, this bottling shows vanilla cake, toasty oak, red fruit, abundant baking spice, molasses and a touch of freshly shaved pork roast. The palate is heavy duty with similar flavors and even some fudge, which albeit delicious, hides much of the grape's varietal beauty.",Grenache,91,55.0,California,Templeton Gap District,Central Coast,Matt Kettmann,@mattkettmann,Austin Hope 2013 Grenache (Templeton Gap District),Grenache,Austin Hope,red,no
13919,US,"Rich cherry jam, dew-covered thyme and a touch of licorice show on this bottling from a vineyard on the eastern fringe of the Sta. Rita Hills. Round red fruits and an anise character show right away on the palate, which grows more complex with pencil lead, cinnamon and dried herbs.",John Sebastiano,91,42.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Casa Dumetz 2014 John Sebastiano Grenache (Santa Ynez Valley),Grenache,Casa Dumetz,red,no
14121,US,"Classic and compelling aromas of rose petal, candied boysenberry, hibiscus reduction and vanilla brioche show on the nose of this wine from a rugged appellation east of the Salinas Valley. The firmly structured palate shows rose petals and tart berries, dusted by fennel pollen, white pepper and chaparral spice.",Estate Grown,92,30.0,California,Chalone,Central Coast,Matt Kettmann,@mattkettmann,Chalone 2013 Estate Grown Grenache (Chalone),Grenache,Chalone,red,no
14127,US,"Very light in the glass and subtle on the nose, this bottling from the John Sebastiano Vineyard shows cranberry-raspberry fruit with a pleasing mace and nutmeg spice, proving refreshing and easily quaffable. Tart red currants and raspberry meet with dewy herbs and fennel on the palate—elements that work well with a slight chill on a warm day.",Grenache,92,35.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Weatherborne 2015 Grenache (Santa Barbara County),Grenache,Weatherborne,red,no
14151,US,"Light in color and body and modest in alcohol at 12%, this is a curiously intriguing Grenache, tightly wound in freshly picked strawberries and an undeniable earthiness. Aromas lean toward roses with a heavy hint of menthol. A touch of pepperiness on the finish completes the wine.",Ceja Farms,87,40.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Sheldon 2012 Ceja Farms Grenache (Sonoma Valley),Grenache,Sheldon,red,no
