,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
1612,France,"This wine is still closed, lean and firm with its fruitiness masked by a strong mineral structure. It needs plenty of time to develop, so drink from 2018.",Bordeaux-style White Blend,87,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château de Cruzeau 2013  Pessac-Léognan,Bordeaux-style White Blend,Château de Cruzeau,white,no
1658,France,"This is a crisp and fruity wine that's perfumed and full of citrus and green fruits. It has a lively character that is filled out with the ripe fruitiness of the vintage. The aftertaste, bright and fresh, suggests it will benefit from another few months. Drink from summer 2016.",Bordeaux-style White Blend,85,13.0,Bordeaux,Entre-Deux-Mers,,Roger Voss,@vossroger,Château Vrai Caillou 2015  Entre-Deux-Mers,Bordeaux-style White Blend,Château Vrai Caillou,white,no
1727,France,"Laced with acidity, this is a complex, structured wine with great freshness as well as a dry core of botrytis. It has a rich potential, closed at the moment but holding dense texture and balance between lemon and honey. Drink from 2019.",Bordeaux-style White Blend,92,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château de Malle 2011  Sauternes,Bordeaux-style White Blend,Château de Malle,white,no
1746,France,"This wine has yeasty aromas and a light character that brings out springy acidity before the dry botrytis. It is still forming itself around the dry core, waiting to become generous and rich. Drink from 2019.",Bordeaux-style White Blend,92,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château d'Arche 2011  Sauternes,Bordeaux-style White Blend,Château d'Arche,white,no
1971,France,"This is full of crisp, herbaceous flavors of apple, grapefruit and lime. It has weight and concentration, with some richness to its freshness. Acidity cuts through on the finish. Age this for 2–3 years.",Cuvée des Contis,88,18.0,Southwest France,Bergerac Sec,,Roger Voss,@vossroger,Château Tour des Gendres 2011 Cuvée des Contis White (Bergerac Sec),Bordeaux-style White Blend,Château Tour des Gendres,white,no
2413,France,"Fruity and lightly herbaceous, this has fine textured acidity along with a pink grapefruit flavor. The wine is bright and easy, and it will be ready to drink in a few months.",La Fleur d'Amélie,85,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Sours 2011 La Fleur d'Amélie  (Bordeaux Blanc),Bordeaux-style White Blend,Château de Sours,white,no
2584,France,"The gravel soil on this Lévèque family property makes a great place to grow white grapes. A 50/50 blend of Sauvignon Blanc and Sémillon, this fresh wine suggests the ability to age. It is fruity now, hinting at apricots as well as citrus. It can be drunk now for its freshness, although wait until late 2016 for it to develop greater depths.",Bordeaux-style White Blend,89,20.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château de Chantegrive 2013  Graves,Bordeaux-style White Blend,Château de Chantegrive,white,no
2635,France,"Ripe, full-bodied white Graves, its flavors coming from tropical fruit, rich and complex. Good wood underscores the yellow fruit flavors and ripeness. Ready to drink, but could also age 2–3 years.",Bordeaux-style White Blend,90,,Bordeaux,Graves,,Roger Voss,@vossroger,Château Haut-Peyrous 2009  Graves,Bordeaux-style White Blend,Château Haut-Peyrous,white,no
2826,France,"This steely, tangy wine has a strongly mineral character—tight, taut and crisp. Green fruits, citrus and a grassy character dominate. It is ready to drink. This is an unusual 75% Sémillion and 25% Sauvignon Blanc blend that tends to round out the taste.",Bordeaux-style White Blend,86,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Anniche 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Anniche,white,no
2828,France,"This wine is smooth while keeping all of its fresh wits about it. Citrus, red apple and quince flavors give both spice and ripe fruits. With its lively, tangy aftertaste, it does need to broaden out, so drink from 2016.",Bordeaux-style White Blend,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de l'Aubrade 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château de l'Aubrade,white,no
2830,France,"Very crisp and fruity, this is a light, bright and refreshing wine, with a tangy edge that gives texture. Apples and a strong citrus character promise a wine that will round out over the next few months. Drink from late 2015.",Bordeaux-style White Blend,86,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Guichot 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Guichot,white,no
2831,France,"This blend of Sauvignon Blanc, Muscadelle and Sémillon is round, full and softly textured. White fruits, spice and fresh acidity are already well integrated. The end is tangy with lemon zest flavors. Drink now. The estate has been in the Forcato family since 1950.",Bordeaux-style White Blend,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lary 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Lary,white,no
3064,US,"Consistent year after year, this blend of 67% Sauvignon Blanc and 33% Sémillon is modeled after top-flight white Bordeaux. Deep gold, toasty and scented with olive oil, walnuts and loam, it hits the palate full-on with a rainbow of flavors: citrus, stone and tropical fruits, all accented with toast, oil and nuts from barrel aging. Riveting, delicious  and unique.",Chaleur Estate Blanc,95,36.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,DeLille 2009 Chaleur Estate Blanc White (Columbia Valley (WA)),Bordeaux-style White Blend,DeLille,white,no
3133,France,"Light, bright and fruity, this wine is full of citrus acidity and a ripe, herbaceous character. Lively and fresh, it is a Sauvignon-dominated wine.",Grand Théatre,83,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Univitis 2012 Grand Théatre  (Bordeaux Blanc),Bordeaux-style White Blend,Univitis,white,no
3268,France,"Intense with acidity and young fruitiness, this wine needs some time. The potential of the white and citrus fruit is there, with an herbaceous character that needs to soften. Drink from late 2015.",Bordeaux-style White Blend,86,14.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Buisson-Redon 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Buisson-Redon,white,no
3597,France,"This intensely fruity wine has richness, yellow fruit flavors and a touch of spice and citrus zest. Its soft aftertaste that makes it immediately attractive.",Sélection Prestige,86,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Domaines Barons de Rothschild (Lafite) 2010 Sélection Prestige  (Bordeaux Blanc),Bordeaux-style White Blend,Domaines Barons de Rothschild (Lafite),white,no
3644,France,"95-97. Barrel sample. Showing new wood spice, this rich and full-bodied wine also has weighty fruit, with creamy and herbaceous qualities.",Barrel Sample,96,170.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Pape Clément 2011 Barrel Sample  (Pessac-Léognan),Bordeaux-style White Blend,Château Pape Clément,white,no
3676,France,"A bright, creamy wine with light acidity and flavors of green fruits, pears and a strong streak of grapefruit.",Seigneurs de Bergerac Blanc,84,,Southwest France,Bergerac Sec,,Roger Voss,@vossroger,Yvon Mau 2009 Seigneurs de Bergerac Blanc White (Bergerac Sec),Bordeaux-style White Blend,Yvon Mau,white,no
3816,France,"Dominated by ripe Sémillon, this is a rich wine. It has a touch of herbaceousness, but the yellow fruits, pears and stroke of lemon give a full-bodied, rounded feel. Wood aging adds further to the satisfying flavors.",Cuvée des Conti,88,17.0,Southwest France,Bergerac Sec,,Roger Voss,@vossroger,Château Tour des Gendres 2013 Cuvée des Conti White (Bergerac Sec),Bordeaux-style White Blend,Château Tour des Gendres,white,no
4234,US,"This wine is two-thirds Sémillon and one-third Sauvignon Blanc. Aromas of toasted grapenuts, lemon and spice are followed by broad-feeling fruit flavors that show a lightly creamy feel.",Proprietary,88,32.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Swiftwater Cellars 2015 Proprietary White (Columbia Valley (WA)),Bordeaux-style White Blend,Swiftwater Cellars,white,no
4313,France,"Typically Nairac, this is elegant and delicate, with great freshness and acidity. While it is not hugely concentrated, it is beautifully ripe, an aperitif style rather than for dessert.",Bordeaux-style White Blend,89,,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Nairac 2004  Barsac,Bordeaux-style White Blend,Château Nairac,white,no
4325,France,"There is such a surprising level of acidity in this wine that it seems unsure of where to go with its sweetness. The fruit flavors are lemon, peach and dry honey. While the wine is likely to age, it is already missing intensity.",Bordeaux-style White Blend,88,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Rabaud-Promis 2004  Sauternes,Bordeaux-style White Blend,Château Rabaud-Promis,white,no
4577,France,"The Birot estate is in Cadillac, the fortress town on the banks of the Garonne. This classic Sauvignon and Sémillon blend is herbal, green and grassy. It is bright with acidity and lemon fruit and with a lightly tangy texture. Drink now.",Bordeaux-style White Blend,85,18.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Birot 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château de Birot,white,no
4660,France,"88—90 Barrel sample. Very sweet, ripe, rounded, with almost tropical richness, layered with lychees and spice.",Barrel sample,89,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Bouscaut 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style White Blend,Château Bouscaut,white,no
4661,France,"88—90 Barrel sample. Soft, open, the wood giving roundness to a spicy, rich wine. It will develop quickly.",Barrel sample,89,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château de France 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style White Blend,Château de France,white,no
4663,France,"88—90 Barrel sample. Sweet, soft, ripe, full of very soft fruit flavors. The ripeness of the year seems to have overtaken the wine.",Barrel sample,89,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Smith Haut Lafitte 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style White Blend,Château Smith Haut Lafitte,white,no
4664,France,"88-90 Barrel sample. A light style, moving into delicate citrus and crisp fruits. It shows a lively palate, with a tight, dry core of botrytis.",Barrel Sample,89,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Bastor-Lamontagne 2008 Barrel Sample  (Sauternes),Bordeaux-style White Blend,Château Bastor-Lamontagne,white,no
5033,France,"Made from young vines, this is the second wine of Suduiraut. It has young, honeyed character, with a ripe, opulent texture that lays bitter orange fruits over drier noble rot flavors. It is so delicious now, but will be better from 2017.",Castelnau de Suduiraut,91,35.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Suduiraut 2010 Castelnau de Suduiraut  (Sauternes),Bordeaux-style White Blend,Château Suduiraut,white,no
5076,France,"The wine is soft, rounded, showing light acidity and fresh fruit. Melons and pears dominate the ripe flavors, with a touch of almonds and rich aftertaste.",Bordeaux-style White Blend,87,17.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de la Vieille Tour 2013  Bordeaux Blanc,Bordeaux-style White Blend,Château de la Vieille Tour,white,no
5078,France,"This herbaceous wine is fresh, steely and crisp. Bright acidity cuts strongly through the lively texture, giving apples, lemon and pink grapefruit. Developing fast, it is ready to drink.",Bordeaux-style White Blend,87,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Lafont Menaut 2012  Pessac-Léognan,Bordeaux-style White Blend,Château Lafont Menaut,white,no
5471,US,"Blended almost equally with Sauvignon Blanc and Semillon, and aged in French oak, this white Bordeaux-style wine has plenty to like. It's ripe in Meyer lemons, limes, tropical fruits and peaches, brightened with crisp acidity. Finishes a little lush and ripe.",Purety,86,22.0,California,Napa Valley,Napa,,,Pure Cru 2010 Purety White (Napa Valley),Bordeaux-style White Blend,Pure Cru,white,no
5956,France,"The wine is still very young, revealing sweetness rather than the botrytis complexity of previous vintages. Honey, peach and pineapple flavors offer fruitiness.",Thomas Barton Réserve,84,25.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Barton & Guestier 2009 Thomas Barton Réserve  (Sauternes),Bordeaux-style White Blend,Barton & Guestier,white,no
6044,France,"Attractive fragrance and a pleasureable mouthfeel characterize this medium-weight offering. A 50-50 Sémillon and Sauvignon Blanc blend, it offers  pear, lemon, and vanilla-oak flavors on the nose and mouth. The long smooth finish is unexpectedly elegant, something not often found at this price. Best Buy.",Reserve,88,10.0,Bordeaux,Bordeaux Blanc,,,,Calvet 1998 Reserve  (Bordeaux Blanc),Bordeaux-style White Blend,Calvet,white,no
6149,France,"From Lynch-Bages in Pauillac, this wine shows richness, white fruits and some herbaceousness. Currently, there is an earthy edge to the wine, slightly coarse, likely to benefit from two years' aging. It is definitely for food.",Blanc de Lynch-Bages,89,70.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lynch-Bages 2007 Blanc de Lynch-Bages  (Bordeaux Blanc),Bordeaux-style White Blend,Château Lynch-Bages,white,no
6161,France,"Ripe, creamy and decidedly fruity, this has a big waft of herbaceous, citrus and green plum flavors that are all up front and delicious. The wood element gives spice, offering a base for the fruit and giving good balance, and a vibrant, clean aftertaste.",Bordeaux-style White Blend,89,25.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château du Seuil 2007  Graves,Bordeaux-style White Blend,Château du Seuil,white,no
6162,France,"Powerful and rich, from superripe grapes, this wine follows a style in Bordeaux that seems to want to make white Burgundy. It is creamy, rounded, spicy from toast, with white fruits, only a touch of citrus, and a full, intense aftertaste.",Bordeaux-style White Blend,89,13.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tour de Mirambeau 2007  Bordeaux Blanc,Bordeaux-style White Blend,Château Tour de Mirambeau,white,no
6165,France,"With its ripe, yellow fruit flavors, this is a gentle, soft, open wine, which offers immediately pleasure. There is more: the spice from the wood and the pear skin and nutmeg element adding complexity. That suggests aging for 2–3 years, possibly more. But also enjoy now.",Bordeaux-style White Blend,89,21.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château de Cruzeau 2007  Pessac-Léognan,Bordeaux-style White Blend,Château de Cruzeau,white,no
6428,France,"This is a great wine with its swathes of ripe fruit allied to a very structured character. It is concentrated with complex flavors that bring in wood, tropical fruits, apricots and a dense texture. Combined, these elements give the wine great style and aging potential.",Bordeaux-style White Blend,96,132.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Domaine de Chevalier 2010  Pessac-Léognan,Bordeaux-style White Blend,Domaine de Chevalier,white,no
6430,France,"A rich, ripe and finely balanced wine. Its acidity cuts through the full pear and apricot flavors to give a tight crispness. At this stage, it is all fruit and acidity, but it does have the potential for greatness with a more complex sense coming from the wood aging and the fine, tight texture.",Bordeaux-style White Blend,95,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Smith Haut Lafitte 2010  Pessac-Léognan,Bordeaux-style White Blend,Château Smith Haut Lafitte,white,no
6836,France,"Full-bodied and rich, this is full of pineapple fruit flavors and woody spice. The ripeness is allied to an herbaceous character, with almonds giving spice. It will develop quickly into a delicious wine.",Bordeaux-style White Blend,91,32.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Bouscaut 2010  Pessac-Léognan,Bordeaux-style White Blend,Château Bouscaut,white,no
6978,France,"This wine is perfumed, ripe and soft. It shows the richness of the vintage with plenty of warm fruit. Lemon flavors lend a final lift to richer apricot and pear notes. Drink now.",Bordeaux-style White Blend,86,20.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Gardut Haut Cluzeau 2016  Blaye Côtes de Bordeaux,Bordeaux-style White Blend,Château Gardut Haut Cluzeau,white,no
6979,France,"This blend, dominated by Sémillon and Sauvignon Gris, gives a rich, perfumed and ripe-tasting wine. Acidity balances its full apricot and pear fruit flavors. With its creamy texture, it's ready to drink.",Bordeaux-style White Blend,86,13.0,Bordeaux,Entre-Deux-Mers,,Roger Voss,@vossroger,Château La Fleur Ribeyrolles 2016  Entre-Deux-Mers,Bordeaux-style White Blend,Château La Fleur Ribeyrolles,white,no
7067,France,"This fresh, vibrant wine is light and fruity. A classic blend of Sauvignon Blanc and Sémillon, it has an herbal character along with bright green and citrus fruits. The wine is ready to drink.",Bordeaux-style White Blend,84,12.0,Southwest France,Bergerac Sec,,Roger Voss,@vossroger,Château Laulerie 2014 White (Bergerac Sec),Bordeaux-style White Blend,Château Laulerie,white,no
7306,France,A light touch of toastiness gives this Despagne family wine extra richness. It offers spice as well as plenty of crisp green and citrus fruits. The two elements balance and will allow this wine to age well. Drink from late 2017 or even early 2018.,Réserve,90,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tour de Mirambeau 2016 Réserve  (Bordeaux Blanc),Bordeaux-style White Blend,Château Tour de Mirambeau,white,no
7307,France,"This is a ripe and soft blend of Sauvignon Blanc and Sémillon. Well balanced, it has rich, spicy fruit lifted by lemon and apple flavors and by the final acidity. It's ready to drink now.",Bordeaux-style White Blend,90,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Vircoulon 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Vircoulon,white,no
7369,US,"This Sémillon-Sauvignon Blanc blend is firm, powerful and polished. The fruit runs the gamut from citrus to melon to white peach, finishing with some youthful bite. Already a succulent, mouthfilling gem, but should improve for another five years.",Bordeaux-style White Blend,92,25.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Insania 2010 White (Red Mountain),Bordeaux-style White Blend,Insania,white,no
7562,France,"Saint-Croix-du-Mont is on the slopes across the Garonne river from Sauternes. In years like 2005, it can produce some fine sweet botrytis wines. This has honey, a bite of botrytis and a great lemon edge. Worth aging, but ready to drink now.",Bordeaux-style White Blend,90,35.0,Bordeaux,Saint-Croix-du-Mont,,Roger Voss,@vossroger,Château La Rame 2005  Saint-Croix-du-Mont,Bordeaux-style White Blend,Château La Rame,white,no
7695,France,"Full, rounded and creamy, this is a fine, green plum- and white berry-flavored wine that has some good depth as well as fine floral aromas. It is lively and fresh, but with some richness.",Bordeaux-style White Blend,86,20.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château Toumilon 2005  Graves,Bordeaux-style White Blend,Château Toumilon,white,no
7725,France,"A light wood-aging flavor gives this wine its richness along with its fine ripe yellow fruits. Ripe and fruity from an excellent year for white Bordeaux, the wine is smooth and ready to drink.",Elegance,88,17.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château Haut Bertinerie 2014 Elegance  (Blaye Côtes de Bordeaux),Bordeaux-style White Blend,Château Haut Bertinerie,white,no
7730,France,"The 49% of Sémillon in this rich wine gives it a full, ripe character. It is backed up by the more herbal Sauvignon Blanc to add the freshness. The wine is fruity with citrus and white stone fruits, ready to drink from 2017.",Bordeaux-style White Blend,88,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Clarendelle 2015  Bordeaux Blanc,Bordeaux-style White Blend,Clarendelle,white,no
8042,US,"This Bordeaux-style white blend is 60% Sauvignon Blanc and 40% Sémillon. It carries a hint of sweetness, possibly some residual sugar above threshhold level. Flavors of butter cookie accompany simple, light yellow fruits.",96 Cedars,86,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Auclair 2013 96 Cedars White (Columbia Valley (WA)),Bordeaux-style White Blend,Auclair,white,no
8154,France,"This concentrated, herbal wine has a good balance between the great fruit and the tangy, zesty texture. With its fruity character and spicy aftertaste, it's already a pleasure to drink.",Bordeaux-style White Blend,87,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château le Grand Verdus 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château le Grand Verdus,white,no
8155,France,"Crisp and fruity, this wine is full of apple and citrus flavors. It also features a touch of wood and spice, with a creamy aftertaste from the light wood aging. Drink now.",Bordeaux-style White Blend,87,30.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Mont-Pérat 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Mont-Pérat,white,no
8188,France,"Mont-Pérat is on slopes overlooking the Garonne river, offering great exposure. Maybe that's why this wine is so well balanced, its ripe fruits sliced open with acidity. The texture is smooth, given spice from judicious wood aging. This is a wine to drink this year.",Bordeaux-style White Blend,91,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Mont-Pérat 2006  Bordeaux Blanc,Bordeaux-style White Blend,Château Mont-Pérat,white,no
8197,France,"Owned by France's national agricultural research institute, this estate has been curiously underperforming until the last two vintages. This 2007, almost entirely Sauvignon Blanc, continues the improvement, a deliciously fresh, herbaceous wine, with a currant freshness on top of grapefruit and lime.",Bordeaux-style White Blend,91,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Couhins 2007  Pessac-Léognan,Bordeaux-style White Blend,Château Couhins,white,no
8198,France,"Thieuley's vineyard is on a ridge in the heart of Entre-deux-Mers. This top white cuvée, with its light wood aging, shows the wonderful freshness of the vintage while also giving some rich, full white fruits, spice and a smooth, creamy texture.",Cuvée Francis Courselle,91,23.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Thieuley 2007 Cuvée Francis Courselle  (Bordeaux Blanc),Bordeaux-style White Blend,Château Thieuley,white,no
8204,France,"Owned by the Cathiard family of Château Smith Haut-Lafitte since 1994, the vineyard of Cantelys neighbors both Smith Haut-Lafitte and the Lurton-owned Rochemorin. The wine is rich, smooth, the wood well integrated, allowing fine wafts of herbaceous citrus and currant flavors to come out of the glass. It's ready to drink now, but could age over 2–3 years.",Bordeaux-style White Blend,91,35.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Cantelys 2007  Pessac-Léognan,Bordeaux-style White Blend,Château Cantelys,white,no
8205,France,"Ripe, with a touch of honey as if the botrytis for the sweet wine landed on these grapes as well. This dry white has creamy wood, spice and apricot flavors, making a delicious ripe wine, even with a touch of sweetness to the finish.",Ygrec,91,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château d'Yquem 2006 Ygrec  (Bordeaux Blanc),Bordeaux-style White Blend,Château d'Yquem,white,no
8206,France,"In its youth, this is intensely grassy, the grapefruit and green pepper flavors adding to the general crispness of the wine. It will be an attractive wine, full of pep, with a fine edge of minerality, spice and vivid white fruits.",Bordeaux-style White Blend,91,25.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château Ferrande 2008  Graves,Bordeaux-style White Blend,Château Ferrande,white,no
8618,France,"This wine ultrarich—perhaps too much so. With intense apricot and spice flavors, it's a dense powerhouse of bitter botrytis that lacks elegance. Although it will soften with time, the superripe character will remain.",Bordeaux-style White Blend,86,,Bordeaux,,,Roger Voss,@vossroger,Château les Roques 2013  ,Bordeaux-style White Blend,Château les Roques,white,no
8699,France,"A finely structured and shaped wine, the Sauvignon Blanc dominating the blend, but offering more of its tropical fruit side than its herbaceous character. However, there is a good hint of balanced wood, lifting and giving extra richness.",Bordeaux-style White Blend,88,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Brown 2006  Pessac-Léognan,Bordeaux-style White Blend,Château Brown,white,no
8819,France,"On the ripe side of herbaceous, this is a full and rounded wine. It has citrus flavors along with richer tropical fruits, a mineral edge and delicious, juicy acidity. The wine can be drunk now, but will be better after 2015.",Bordeaux-style White Blend,87,16.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Ducasse 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Ducasse,white,no
8824,France,"The herbaceousness comes from both the Sauvignon and Sémillon in the blend. The Sémillon also gives a full texture as well as potential richness. With attractive citrus acidity, this is a very drinkable wine that can age.",Bordeaux-style White Blend,87,25.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Tanesse 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Tanesse,white,no
9020,France,"An herbaceous wine, smoothed out by spicy wood. The wine is balanced, the wood a delicious extra to pear and green plum-skin fruit flavors. Very perfumed, it demands fish with a sauce or scallops.",Bordeaux-style White Blend,88,29.0,Bordeaux,Premieres Côtes de Blaye,,Roger Voss,@vossroger,Château Haut Bertinerie 2006  Premieres Côtes de Blaye,Bordeaux-style White Blend,Château Haut Bertinerie,white,no
